Frame, Time (ms), Delta (ms) , Memory (mb)
    1, 0.000, 0.000,4565
    2, 9.258, 9.258,6769
    3,21.396,12.138,6764
    4,31.448,10.052,6764
    5,42.827,11.379,6764
    6,54.000,11.173,6764
    7,65.255,11.255,6764
    8,76.503,11.248,6764
    9,87.727,11.224,6764
   10,98.827,11.100,6764
   11,110.379,11.552,6764
   12,121.439,11.060,6764
   13,132.679,11.240,6764
   14,143.671,10.992,6764
   15,155.257,11.586,6764
   16,166.879,11.622,6764
   17,177.766,10.887,6765
   18,188.955,11.189,6765
   19,200.184,11.229,6765
   20,211.461,11.277,6765
   21,223.057,11.596,6765
   22,234.910,11.853,6765
   23,246.359,11.449,6765
   24,257.087,10.728,6765
   25,268.274,11.187,6765
   26,279.328,11.054,6765
   27,291.001,11.673,6765
   28,301.992,10.991,6765
   29,313.177,11.185,6765
   30,324.187,11.010,6765
   31,335.468,11.281,6765
   32,346.607,11.139,6765
   33,357.957,11.350,6765
   34,369.022,11.065,6765
   35,380.304,11.282,6765
   36,391.321,11.017,6765
   37,402.533,11.212,6765
   38,413.755,11.222,6765
   39,424.983,11.228,6765
   40,435.980,10.997,6765
   41,447.048,11.068,6765
   42,458.204,11.156,6765
   43,469.254,11.050,6765
   44,480.744,11.490,6765
   45,491.914,11.170,6765
   46,503.019,11.105,6765
   47,514.140,11.121,6765
   48,525.430,11.290,6765
   49,536.543,11.113,6765
   50,548.089,11.546,6765
   51,559.111,11.022,6765
   52,570.299,11.188,6765
   53,581.225,10.926,6765
   54,592.363,11.138,6765
   55,603.486,11.123,6765
   56,614.883,11.397,6765
   57,626.045,11.162,6765
   58,637.282,11.237,6765
   59,648.332,11.050,6765
   60,659.729,11.397,6765
   61,671.180,11.451,6765
   62,682.196,11.016,6765
   63,693.531,11.335,6765
   64,704.986,11.455,6765
   65,716.458,11.472,6765
   66,727.341,10.883,6765
   67,738.647,11.306,6765
   68,749.931,11.284,6765
   69,761.109,11.178,6765
   70,772.243,11.134,6765
   71,783.518,11.275,6765
   72,794.828,11.310,6765
   73,806.031,11.203,6765
   74,817.081,11.050,6765
   75,828.273,11.192,6765
   76,839.283,11.010,6765
   77,850.457,11.174,6765
   78,861.532,11.075,6765
   79,872.895,11.363,6765
   80,883.927,11.032,6764
   81,895.164,11.237,6764
   82,906.360,11.196,6764
   83,917.770,11.410,6764
   84,928.876,11.106,6764
   85,940.211,11.335,6764
   86,951.443,11.232,6764
   87,962.441,10.998,6764
   88,973.568,11.127,6764
   89,985.288,11.720,6764
   90,996.142,10.854,6764
   91,1007.307,11.165,6764
   92,1018.476,11.169,6764
   93,1029.552,11.076,6764
   94,1040.564,11.012,6764
   95,1052.228,11.664,6764
   96,1063.349,11.121,6764
   97,1074.415,11.066,6764
   98,1085.438,11.023,6764
   99,1096.543,11.105,6764
  100,1107.869,11.326,6764
  101,1119.130,11.261,6764
  102,1130.322,11.192,6764
  103,1141.531,11.209,6764
  104,1152.658,11.127,6764
  105,1164.323,11.665,6764
  106,1175.491,11.168,6764
  107,1186.870,11.379,6764
  108,1197.929,11.059,6764
  109,1209.233,11.304,6764
  110,1220.797,11.564,6764
  111,1232.072,11.275,6764
  112,1243.118,11.046,6764
  113,1254.232,11.114,6764
  114,1265.345,11.113,6764
  115,1276.365,11.020,6764
  116,1287.500,11.135,6764
  117,1298.948,11.448,6764
  118,1310.089,11.141,6764
  119,1321.298,11.209,6764
  120,1332.414,11.116,6764
  121,1343.509,11.095,6764
  122,1354.888,11.379,6764
  123,1366.020,11.132,6764
  124,1377.072,11.052,6764
  125,1388.304,11.232,6764
  126,1399.214,10.910,6764
  127,1410.301,11.087,6764
  128,1421.655,11.354,6764
  129,1432.916,11.261,6764
  130,1443.832,10.916,6764
  131,1455.098,11.266,6764
  132,1466.334,11.236,6764
  133,1477.321,10.987,6764
  134,1488.724,11.403,6764
  135,1499.691,10.967,6764
  136,1510.781,11.090,6764
  137,1521.763,10.982,6764
  138,1532.739,10.976,6764
  139,1544.280,11.541,6764
  140,1555.225,10.945,6764
  141,1566.232,11.007,6764
  142,1577.501,11.269,6764
  143,1588.493,10.992,6764
  144,1599.529,11.036,6764
  145,1610.871,11.342,6764
  146,1621.829,10.958,6764
  147,1632.937,11.108,6764
  148,1643.858,10.921,6764
  149,1655.125,11.267,6764
  150,1666.370,11.245,6764
  151,1677.250,10.880,6764
  152,1688.413,11.163,6764
  153,1699.561,11.148,6764
  154,1710.694,11.133,6764
  155,1722.202,11.508,6764
  156,1733.695,11.493,6764
  157,1745.508,11.813,6764
  158,1756.790,11.282,6764
  159,1767.981,11.191,6764
  160,1778.938,10.957,6764
  161,1790.262,11.324,6764
  162,1801.459,11.197,6764
  163,1812.503,11.044,6764
  164,1823.437,10.934,6764
  165,1834.493,11.056,6764
  166,1845.480,10.987,6764
  167,1857.080,11.600,6764
  168,1868.112,11.032,6764
  169,1879.302,11.190,6764
  170,1890.550,11.248,6764
  171,1901.523,10.973,6764
  172,1912.528,11.005,6764
  173,1923.813,11.285,6764
  174,1934.898,11.085,6764
  175,1945.968,11.070,6764
  176,1957.152,11.184,6764
  177,1968.254,11.102,6764
  178,1979.512,11.258,6764
  179,1990.730,11.218,6764
  180,2001.711,10.981,6764
  181,2012.780,11.069,6764
  182,2023.807,11.027,6764
  183,2034.734,10.927,6764
  184,2046.079,11.345,6764
  185,2057.098,11.019,6764
  186,2068.110,11.012,6764
  187,2079.132,11.022,6764
  188,2090.348,11.216,6764
  189,2101.812,11.464,6764
  190,2112.959,11.147,6764
  191,2124.166,11.207,6764
  192,2135.268,11.102,6764
  193,2146.467,11.199,6764
  194,2157.706,11.239,6764
  195,2169.157,11.451,6764
  196,2180.035,10.878,6764
  197,2191.091,11.056,6764
  198,2202.125,11.034,6764
  199,2213.371,11.246,6764
  200,2224.385,11.014,6764
  201,2235.883,11.498,6764
  202,2247.093,11.210,6764
  203,2258.104,11.011,6764
  204,2269.090,10.986,6764
  205,2280.477,11.387,6764
  206,2292.101,11.624,6764
  207,2303.400,11.299,6764
  208,2314.373,10.973,6764
  209,2325.423,11.050,6764
  210,2336.314,10.891,6764
  211,2347.464,11.150,6764
  212,2358.791,11.327,6764
  213,2370.016,11.225,6764
  214,2381.217,11.201,6764
  215,2392.191,10.974,6764
  216,2403.318,11.127,6764
  217,2414.581,11.263,6764
  218,2425.849,11.268,6764
  219,2437.154,11.305,6764
  220,2448.025,10.871,6764
  221,2459.138,11.113,6764
  222,2470.398,11.260,6764
  223,2481.769,11.371,6764
  224,2492.851,11.082,6764
  225,2504.093,11.242,6764
  226,2515.312,11.219,6764
  227,2526.292,10.980,6764
  228,2537.439,11.147,6764
  229,2548.808,11.369,6764
  230,2559.940,11.132,6764
  231,2571.304,11.364,6764
  232,2582.214,10.910,6764
  233,2593.175,10.961,6764
  234,2604.458,11.283,6764
  235,2615.471,11.013,6764
  236,2626.540,11.069,6764
  237,2637.754,11.214,6764
  238,2648.916,11.162,6764
  239,2660.092,11.176,6764
  240,2671.443,11.351,6764
  241,2682.709,11.266,6764
  242,2693.694,10.985,6764
  243,2704.925,11.231,6764
  244,2716.252,11.327,6764
  245,2727.318,11.066,6764
  246,2738.599,11.281,6764
  247,2749.714,11.115,6764
  248,2760.825,11.111,6764
  249,2771.963,11.138,6764
  250,2783.211,11.248,6764
  251,2794.711,11.500,6764
  252,2805.529,10.818,6764
  253,2816.639,11.110,6764
  254,2827.938,11.299,6764
  255,2838.915,10.977,6764
  256,2850.224,11.309,6764
  257,2861.346,11.122,6764
  258,2872.656,11.310,6764
  259,2883.722,11.066,6764
  260,2894.720,10.998,6762
  261,2905.905,11.185,6762
  262,2917.284,11.379,6762
  263,2928.355,11.071,6762
  264,2939.398,11.043,6762
  265,2950.589,11.191,6762
  266,2961.703,11.114,6762
  267,2972.874,11.171,6762
  268,2984.405,11.531,6762
  269,2995.397,10.992,6762
