Frame, Time (ms), Delta (ms) , Memory (mb)
    1, 0.000, 0.000,2537
    2, 3.149, 3.149,5839
    3, 8.908, 5.759,5839
    4,13.020, 4.112,5839
    5,17.719, 4.699,5839
    6,22.404, 4.685,5839
    7,27.528, 5.124,5839
    8,32.741, 5.213,5839
    9,37.565, 4.824,5839
   10,42.383, 4.818,5838
   11,47.332, 4.949,5838
   12,52.336, 5.004,5838
   13,57.193, 4.857,5838
   14,61.680, 4.487,5838
   15,66.694, 5.014,5838
   16,71.525, 4.831,5838
   17,76.128, 4.603,5838
   18,80.874, 4.746,5838
   19,85.818, 4.944,5838
   20,90.686, 4.868,5838
   21,95.251, 4.565,5838
   22,100.142, 4.891,5838
   23,105.084, 4.942,5838
   24,109.787, 4.703,5838
   25,114.756, 4.969,5838
   26,119.503, 4.747,5838
   27,124.265, 4.762,5838
   28,129.125, 4.860,5838
   29,133.841, 4.716,5838
   30,138.764, 4.923,5838
   31,143.367, 4.603,5838
   32,148.224, 4.857,5838
   33,152.866, 4.642,5838
   34,157.878, 5.012,5838
   35,162.653, 4.775,5838
   36,167.660, 5.007,5838
   37,172.373, 4.713,5838
   38,177.251, 4.878,5838
   39,181.932, 4.681,5838
   40,186.798, 4.866,5838
   41,191.590, 4.792,5838
   42,196.407, 4.817,5838
   43,201.483, 5.076,5838
   44,205.982, 4.499,5838
   45,210.818, 4.836,5838
   46,215.893, 5.075,5838
   47,220.682, 4.789,5838
   48,225.412, 4.730,5838
   49,230.244, 4.832,5838
   50,235.001, 4.757,5838
   51,239.890, 4.889,5838
   52,244.767, 4.877,5838
   53,249.431, 4.664,5838
   54,254.480, 5.049,5838
   55,258.947, 4.467,5838
   56,264.063, 5.116,5838
   57,268.701, 4.638,5838
   58,273.555, 4.854,5838
   59,278.346, 4.791,5838
   60,283.080, 4.734,5838
   61,287.867, 4.787,5838
   62,292.696, 4.829,5838
   63,297.602, 4.906,5838
   64,302.381, 4.779,5838
   65,307.035, 4.654,5838
   66,311.902, 4.867,5838
   67,316.662, 4.760,5838
   68,321.457, 4.795,5838
   69,326.317, 4.860,5838
   70,331.095, 4.778,5838
   71,335.948, 4.853,5838
   72,340.812, 4.864,5838
   73,345.528, 4.716,5838
   74,350.328, 4.800,5838
   75,355.073, 4.745,5838
   76,359.944, 4.871,5838
   77,364.784, 4.840,5838
   78,369.543, 4.759,5838
   79,374.311, 4.768,5838
   80,379.095, 4.784,5838
   81,383.877, 4.782,5838
   82,389.091, 5.214,5838
   83,393.857, 4.766,5838
   84,398.474, 4.617,5838
   85,403.297, 4.823,5838
   86,408.121, 4.824,5838
   87,412.947, 4.826,5838
   88,417.744, 4.797,5838
   89,422.490, 4.746,5838
   90,427.330, 4.840,5838
   91,432.111, 4.781,5838
   92,437.171, 5.060,5838
   93,441.770, 4.599,5838
   94,446.577, 4.807,5838
   95,451.181, 4.604,5838
   96,456.162, 4.981,5838
   97,461.093, 4.931,5838
   98,465.772, 4.679,5838
   99,470.518, 4.746,5838
  100,475.332, 4.814,5838
  101,480.147, 4.815,5838
  102,484.879, 4.732,5838
  103,489.639, 4.760,5838
  104,494.616, 4.977,5838
  105,499.319, 4.703,5838
  106,504.078, 4.759,5838
  107,508.964, 4.886,5838
  108,513.880, 4.916,5838
  109,518.624, 4.744,5838
  110,523.388, 4.764,5838
  111,528.331, 4.943,5838
  112,533.105, 4.774,5838
  113,537.742, 4.637,5838
  114,542.640, 4.898,5838
  115,547.278, 4.638,5838
  116,552.270, 4.992,5838
  117,556.848, 4.578,5838
  118,561.720, 4.872,5838
  119,566.425, 4.705,5838
  120,571.331, 4.906,5838
  121,575.952, 4.621,5838
  122,581.331, 5.379,5838
  123,586.083, 4.752,5838
  124,591.079, 4.996,5838
  125,595.875, 4.796,5838
  126,600.518, 4.643,5838
  127,605.409, 4.891,5838
  128,610.106, 4.697,5838
  129,614.943, 4.837,5838
  130,619.759, 4.816,5838
  131,624.369, 4.610,5838
  132,629.347, 4.978,5838
  133,634.091, 4.744,5838
  134,638.816, 4.725,5838
  135,643.523, 4.707,5838
  136,648.258, 4.735,5838
  137,653.013, 4.755,5838
  138,657.982, 4.969,5838
  139,662.593, 4.611,5838
  140,667.340, 4.747,5838
  141,672.356, 5.016,5838
  142,677.008, 4.652,5838
  143,681.691, 4.683,5838
  144,686.313, 4.622,5838
