Frame, Time (ms), Delta (ms) , Memory (mb)
    1, 0.000, 0.000,3780
    2, 6.372, 6.372,7068
    3,16.247, 9.875,7068
    4,23.478, 7.231,7068
    5,32.128, 8.650,7068
    6,40.216, 8.088,7068
    7,48.919, 8.703,7068
    8,56.823, 7.904,7068
    9,65.139, 8.316,7068
   10,73.421, 8.282,7068
   11,82.036, 8.615,7068
   12,91.122, 9.086,7068
   13,99.611, 8.489,7068
   14,107.778, 8.167,7068
   15,116.280, 8.502,7068
   16,124.644, 8.364,7068
   17,133.098, 8.454,7068
   18,141.256, 8.158,7068
   19,149.452, 8.196,7068
   20,157.205, 7.753,7068
   21,165.612, 8.407,7068
   22,173.914, 8.302,7068
   23,182.534, 8.620,7068
   24,190.680, 8.146,7068
   25,198.909, 8.229,7068
   26,207.283, 8.374,7068
   27,216.228, 8.945,7068
   28,225.196, 8.968,7068
   29,233.726, 8.530,7068
   30,242.293, 8.567,7068
   31,250.501, 8.208,7068
   32,258.680, 8.179,7068
   33,266.885, 8.205,7068
   34,275.384, 8.499,7068
   35,283.655, 8.271,7068
   36,292.142, 8.487,7068
   37,300.162, 8.020,7068
   38,308.398, 8.236,7068
   39,316.754, 8.356,7068
   40,325.296, 8.542,7068
   41,333.748, 8.452,7068
   42,341.829, 8.081,7068
   43,350.012, 8.183,7068
   44,358.174, 8.162,7068
   45,366.374, 8.200,7068
   46,374.990, 8.616,7068
   47,383.275, 8.285,7068
   48,391.380, 8.105,7068
   49,399.712, 8.332,7068
   50,408.141, 8.429,7068
   51,416.691, 8.550,7068
   52,425.069, 8.378,7068
   53,433.590, 8.521,7068
   54,441.825, 8.235,7068
   55,450.355, 8.530,7068
   56,458.354, 7.999,7068
   57,467.255, 8.901,7068
   58,475.444, 8.189,7068
   59,484.117, 8.673,7068
   60,492.448, 8.331,7068
   61,500.519, 8.071,7068
   62,509.409, 8.890,7068
   63,517.815, 8.406,7068
   64,526.358, 8.543,7068
   65,534.594, 8.236,7068
   66,543.115, 8.521,7068
   67,551.515, 8.400,7068
   68,560.112, 8.597,7068
   69,568.440, 8.328,7068
   70,576.916, 8.476,7068
   71,585.361, 8.445,7068
   72,593.725, 8.364,7068
   73,602.130, 8.405,7068
   74,610.980, 8.850,7068
   75,618.912, 7.932,7068
   76,627.211, 8.299,7068
   77,635.792, 8.581,7068
   78,644.022, 8.230,7068
   79,652.448, 8.426,7068
   80,661.131, 8.683,7068
   81,669.536, 8.405,7068
   82,677.779, 8.243,7068
   83,686.372, 8.593,7068
   84,694.587, 8.215,7068
   85,703.958, 9.371,7068
