Frame, Time (ms), Delta (ms) , Memory (mb)
    1, 0.000, 0.000,3420
    2, 9.051, 9.051,6712
    3,21.314,12.263,6707
    4,31.258, 9.944,6707
    5,42.763,11.505,6707
    6,53.762,10.999,6707
    7,64.925,11.163,6707
    8,76.020,11.095,6707
    9,86.999,10.979,6707
   10,98.129,11.130,6707
   11,109.234,11.105,6707
   12,120.835,11.601,6707
   13,132.404,11.569,6707
   14,143.258,10.854,6707
   15,154.195,10.937,6707
   16,165.398,11.203,6707
   17,176.243,10.845,6707
   18,187.000,10.757,6707
   19,198.157,11.157,6707
   20,209.012,10.855,6707
   21,220.115,11.103,6707
   22,231.245,11.130,6707
   23,242.333,11.088,6707
   24,252.986,10.653,6707
   25,264.193,11.207,6707
   26,275.070,10.877,6707
   27,286.384,11.314,6707
   28,297.197,10.813,6707
   29,308.433,11.236,6707
   30,319.349,10.916,6707
   31,330.579,11.230,6707
   32,341.373,10.794,6707
   33,352.428,11.055,6707
   34,363.250,10.822,6707
   35,374.359,11.109,6707
   36,385.442,11.083,6707
   37,396.249,10.807,6707
   38,407.352,11.103,6707
   39,418.427,11.075,6707
   40,429.345,10.918,6707
   41,440.486,11.141,6707
   42,451.625,11.139,6707
   43,463.185,11.560,6707
   44,473.965,10.780,6707
   45,485.048,11.083,6707
   46,495.933,10.885,6707
   47,506.983,11.050,6707
   48,517.903,10.920,6707
   49,529.134,11.231,6707
   50,540.024,10.890,6707
   51,551.586,11.562,6707
   52,562.481,10.895,6707
   53,573.745,11.264,6707
   54,584.735,10.990,6707
   55,595.897,11.162,6707
   56,607.043,11.146,6707
   57,618.471,11.428,6707
   58,629.211,10.740,6707
   59,640.406,11.195,6707
   60,651.174,10.768,6707
   61,662.342,11.168,6707
   62,673.269,10.927,6707
   63,684.407,11.138,6707
   64,695.358,10.951,6707
   65,706.761,11.403,6707
   66,717.520,10.759,6707
   67,728.907,11.387,6707
   68,739.720,10.813,6707
   69,751.260,11.540,6707
   70,762.583,11.323,6707
   71,774.091,11.508,6707
   72,784.669,10.578,6707
   73,795.688,11.019,6707
   74,806.651,10.963,6707
   75,817.990,11.339,6707
   76,828.876,10.886,6707
   77,840.099,11.223,6707
   78,851.031,10.932,6707
   79,862.162,11.131,6707
   80,873.239,11.077,6707
   81,884.577,11.338,6707
   82,895.495,10.918,6707
   83,906.449,10.954,6707
   84,917.436,10.987,6707
   85,928.362,10.926,6707
   86,939.327,10.965,6707
   87,950.368,11.041,6707
   88,961.540,11.172,6707
   89,972.472,10.932,6707
   90,983.497,11.025,6707
   91,994.499,11.002,6707
   92,1005.642,11.143,6707
   93,1016.790,11.148,6707
   94,1027.755,10.965,6707
   95,1038.908,11.153,6707
   96,1050.261,11.353,6707
   97,1061.413,11.152,6707
   98,1072.503,11.090,6707
   99,1083.503,11.000,6707
  100,1094.449,10.946,6707
  101,1105.451,11.002,6707
  102,1116.846,11.395,6707
  103,1128.225,11.379,6707
  104,1139.378,11.153,6707
  105,1150.423,11.045,6707
  106,1161.296,10.873,6707
  107,1172.349,11.053,6707
  108,1183.467,11.118,6707
  109,1194.452,10.985,6707
  110,1205.337,10.885,6707
  111,1216.359,11.022,6707
  112,1227.386,11.027,6707
  113,1238.455,11.069,6707
  114,1249.334,10.879,6707
  115,1260.477,11.143,6707
  116,1271.383,10.906,6707
  117,1282.413,11.030,6707
  118,1293.194,10.781,6707
  119,1304.247,11.053,6707
  120,1315.473,11.226,6707
  121,1327.223,11.750,6707
  122,1338.123,10.900,6707
  123,1349.066,10.943,6707
  124,1360.008,10.942,6707
  125,1370.969,10.961,6707
  126,1382.229,11.260,6707
  127,1393.092,10.863,6707
  128,1404.039,10.947,6707
  129,1414.994,10.955,6707
  130,1425.847,10.853,6707
  131,1436.734,10.887,6707
  132,1447.753,11.019,6707
  133,1458.696,10.943,6707
  134,1469.874,11.178,6707
  135,1480.866,10.992,6707
  136,1491.989,11.123,6707
  137,1502.899,10.910,6707
  138,1513.815,10.916,6707
  139,1525.273,11.458,6707
  140,1536.001,10.728,6707
  141,1547.220,11.219,6707
  142,1558.449,11.229,6707
