Frame, Time (ms), Delta (ms) , Memory (mb)
    1, 0.000, 0.000,4180
    2,13.511,13.511,7637
    3,30.161,16.650,7637
    4,44.782,14.621,7637
    5,60.418,15.636,7637
    6,76.189,15.771,7637
    7,91.622,15.433,7637
    8,107.058,15.436,7637
    9,122.502,15.444,7637
   10,138.037,15.535,7637
   11,153.449,15.412,7637
   12,169.091,15.642,7637
   13,184.416,15.325,7637
   14,199.728,15.312,7637
   15,214.942,15.214,7637
   16,230.165,15.223,7637
   17,245.603,15.438,7637
   18,261.276,15.673,7637
   19,277.125,15.849,7634
   20,292.291,15.166,7629
   21,307.587,15.296,7629
   22,323.088,15.501,7629
   23,339.028,15.940,7629
   24,354.079,15.051,7629
   25,369.600,15.521,7629
   26,385.357,15.757,7628
   27,400.721,15.364,7628
   28,416.013,15.292,7628
   29,431.315,15.302,7628
   30,446.762,15.447,7628
   31,462.446,15.684,7628
   32,477.985,15.539,7628
   33,493.694,15.709,7628
   34,509.221,15.527,7628
   35,525.140,15.919,7628
   36,540.646,15.506,7628
   37,555.938,15.292,7628
   38,571.166,15.228,7628
   39,586.559,15.393,7628
   40,602.153,15.594,7628
   41,617.514,15.361,7628
   42,632.945,15.431,7628
   43,648.657,15.712,7628
   44,663.603,14.946,7628
   45,679.226,15.623,7628
   46,694.316,15.090,7628
   47,710.218,15.902,7628
   48,725.730,15.512,7628
   49,741.188,15.458,7628
   50,756.461,15.273,7628
   51,771.842,15.381,7628
   52,787.262,15.420,7628
   53,802.609,15.347,7628
   54,817.953,15.344,7628
   55,833.544,15.591,7628
   56,848.993,15.449,7628
   57,864.340,15.347,7628
   58,879.733,15.393,7628
   59,895.117,15.384,7628
   60,910.433,15.316,7628
   61,926.064,15.631,7628
   62,941.916,15.852,7628
   63,957.167,15.251,7628
   64,972.514,15.347,7628
   65,988.148,15.634,7628
   66,1003.265,15.117,7628
   67,1018.730,15.465,7628
   68,1034.017,15.287,7628
   69,1049.779,15.762,7628
   70,1064.992,15.213,7628
   71,1080.426,15.434,7628
   72,1095.781,15.355,7628
   73,1111.243,15.462,7628
   74,1126.746,15.503,7628
   75,1142.406,15.660,7628
   76,1158.004,15.598,7628
   77,1173.310,15.306,7628
   78,1188.810,15.500,7628
   79,1204.515,15.705,7628
   80,1219.812,15.297,7628
   81,1235.311,15.499,7628
   82,1250.695,15.384,7628
   83,1266.294,15.599,7628
   84,1281.439,15.145,7628
   85,1297.066,15.627,7628
   86,1312.814,15.748,7628
   87,1328.272,15.458,7628
   88,1343.554,15.282,7628
   89,1359.201,15.647,7628
   90,1374.687,15.486,7628
   91,1390.180,15.493,7628
   92,1405.231,15.051,7628
   93,1420.670,15.439,7628
   94,1435.828,15.158,7628
   95,1451.307,15.479,7628
   96,1466.613,15.306,7628
   97,1482.174,15.561,7628
   98,1497.504,15.330,7628
   99,1512.716,15.212,7628
  100,1528.095,15.379,7628
  101,1543.450,15.355,7628
  102,1559.341,15.891,7628
  103,1575.021,15.680,7628
  104,1590.640,15.619,7628
  105,1606.048,15.408,7628
  106,1621.210,15.162,7628
  107,1636.328,15.118,7628
  108,1651.668,15.340,7628
  109,1667.072,15.404,7628
  110,1682.290,15.218,7628
  111,1697.907,15.617,7628
  112,1713.224,15.317,7628
  113,1728.375,15.151,7628
  114,1743.666,15.291,7628
  115,1758.983,15.317,7628
  116,1774.188,15.205,7628
  117,1789.776,15.588,7628
  118,1805.388,15.612,7628
  119,1820.716,15.328,7628
  120,1836.020,15.304,7628
  121,1851.227,15.207,7628
  122,1866.405,15.178,7628
  123,1881.603,15.198,7628
  124,1896.929,15.326,7628
  125,1912.158,15.229,7628
  126,1927.762,15.604,7628
  127,1942.938,15.176,7628
  128,1958.347,15.409,7628
  129,1973.541,15.194,7628
  130,1988.962,15.421,7628
  131,2004.177,15.215,7628
  132,2019.820,15.643,7628
  133,2035.285,15.465,7628
  134,2050.338,15.053,7628
  135,2065.490,15.152,7628
  136,2080.619,15.129,7628
  137,2095.887,15.268,7628
  138,2111.224,15.337,7628
  139,2126.813,15.589,7628
  140,2142.077,15.264,7628
  141,2157.353,15.276,7628
  142,2172.262,14.909,7628
  143,2187.422,15.160,7628
  144,2202.516,15.094,7628
  145,2217.832,15.316,7628
  146,2233.018,15.186,7628
  147,2248.506,15.488,7628
  148,2263.566,15.060,7628
  149,2278.858,15.292,7628
  150,2294.225,15.367,7628
  151,2309.433,15.208,7628
  152,2324.666,15.233,7628
  153,2339.710,15.044,7628
  154,2355.116,15.406,7628
  155,2370.445,15.329,7628
  156,2385.564,15.119,7628
  157,2400.728,15.164,7628
  158,2415.821,15.093,7628
  159,2430.988,15.167,7628
  160,2446.413,15.425,7628
  161,2461.787,15.374,7628
  162,2477.126,15.339,7628
  163,2492.502,15.376,7628
  164,2507.592,15.090,7628
  165,2522.617,15.025,7628
  166,2537.793,15.176,7628
  167,2553.007,15.214,7628
  168,2568.017,15.010,7628
  169,2583.421,15.404,7628
  170,2598.731,15.310,7628
  171,2613.834,15.103,7628
  172,2628.872,15.038,7628
  173,2643.977,15.105,7628
  174,2659.107,15.130,7628
  175,2674.651,15.544,7628
  176,2689.847,15.196,7628
  177,2705.022,15.175,7628
  178,2720.054,15.032,7628
  179,2735.172,15.118,7628
  180,2750.266,15.094,7628
  181,2765.536,15.270,7628
  182,2780.694,15.158,7628
  183,2796.078,15.384,7628
  184,2811.240,15.162,7628
  185,2826.329,15.089,7628
  186,2841.395,15.066,7628
  187,2856.588,15.193,7628
  188,2871.596,15.008,7628
  189,2887.129,15.533,7628
  190,2902.729,15.600,7628
  191,2917.892,15.163,7628
  192,2932.979,15.087,7626
  193,2948.004,15.025,7626
  194,2963.061,15.057,7626
  195,2978.486,15.425,7626
  196,2993.658,15.172,7626
  197,3008.671,15.013,7626
  198,3024.111,15.440,7626
  199,3039.006,14.895,7626
  200,3054.280,15.274,7626
  201,3069.341,15.061,7626
  202,3084.515,15.174,7626
  203,3099.683,15.168,7626
  204,3114.710,15.027,7626
  205,3130.194,15.484,7626
  206,3145.725,15.531,7626
  207,3161.084,15.359,7626
  208,3175.991,14.907,7626
  209,3190.997,15.006,7626
  210,3205.887,14.890,7626
  211,3221.056,15.169,7626
  212,3236.181,15.125,7626
  213,3251.083,14.902,7626
  214,3265.979,14.896,7626
  215,3281.302,15.323,7626
  216,3296.387,15.085,7626
  217,3311.452,15.065,7626
  218,3326.717,15.265,7626
  219,3341.922,15.205,7626
  220,3356.845,14.923,7626
  221,3371.935,15.090,7626
  222,3386.900,14.965,7626
  223,3402.005,15.105,7626
  224,3416.799,14.794,7626
  225,3431.719,14.920,7626
  226,3447.097,15.378,7626
  227,3461.854,14.757,7626
  228,3477.153,15.299,7626
  229,3491.965,14.812,7626
  230,3507.145,15.180,7626
  231,3521.997,14.852,7626
  232,3537.134,15.137,7626
  233,3552.544,15.410,7626
  234,3567.657,15.113,7626
  235,3582.592,14.935,7626
  236,3597.428,14.836,7623
  237,3612.487,15.059,7623
  238,3627.256,14.769,7623
  239,3642.209,14.953,7623
  240,3657.166,14.957,7623
  241,3672.269,15.103,7623
  242,3687.274,15.005,7623
  243,3702.435,15.161,7623
  244,3717.681,15.246,7623
  245,3732.710,15.029,7623
  246,3747.621,14.911,7623
  247,3762.694,15.073,7623
  248,3777.971,15.277,7623
  249,3792.940,14.969,7623
  250,3807.709,14.769,7623
  251,3822.703,14.994,7623
  252,3837.972,15.269,7623
  253,3852.972,15.000,7623
  254,3867.801,14.829,7623
  255,3882.733,14.932,7623
  256,3897.812,15.079,7623
  257,3912.739,14.927,7623
  258,3927.403,14.664,7623
  259,3942.452,15.049,7623
  260,3957.433,14.981,7623
  261,3972.238,14.805,7623
  262,3987.499,15.261,7623
  263,4002.839,15.340,7623
  264,4017.437,14.598,7623
  265,4032.207,14.770,7623
  266,4047.036,14.829,7623
  267,4062.059,15.023,7623
  268,4076.665,14.606,7623
  269,4091.576,14.911,7623
  270,4106.651,15.075,7623
  271,4121.627,14.976,7623
  272,4136.376,14.749,7623
  273,4151.271,14.895,7623
  274,4165.978,14.707,7623
  275,4180.871,14.893,7623
  276,4195.943,15.072,7623
  277,4211.195,15.252,7623
  278,4225.920,14.725,7623
  279,4240.817,14.897,7623
  280,4255.580,14.763,7623
  281,4270.193,14.613,7623
  282,4285.072,14.879,7623
  283,4299.846,14.774,7623
  284,4314.805,14.959,7623
  285,4329.859,15.054,7623
  286,4344.643,14.784,7623
  287,4359.518,14.875,7623
  288,4374.019,14.501,7623
  289,4388.743,14.724,7623
  290,4403.382,14.639,7623
  291,4418.599,15.217,7623
  292,4433.836,15.237,7623
  293,4448.541,14.705,7623
  294,4463.069,14.528,7623
  295,4478.154,15.085,7623
  296,4492.635,14.481,7623
  297,4507.336,14.701,7623
  298,4522.135,14.799,7623
  299,4536.753,14.618,7623
  300,4551.803,15.050,7623
  301,4566.397,14.594,7623
  302,4580.996,14.599,7623
  303,4595.648,14.652,7623
  304,4610.182,14.534,7623
  305,4625.114,14.932,7623
  306,4640.042,14.928,7623
  307,4655.189,15.147,7623
  308,4669.794,14.605,7623
  309,4684.403,14.609,7623
  310,4699.074,14.671,7623
  311,4713.693,14.619,7623
  312,4728.539,14.846,7623
  313,4743.451,14.912,7623
  314,4758.400,14.949,7623
  315,4773.249,14.849,7623
  316,4788.116,14.867,7623
  317,4803.119,15.003,7623
  318,4818.077,14.958,7623
  319,4832.985,14.908,7622
  320,4847.613,14.628,7622
  321,4862.646,15.033,7622
  322,4877.768,15.122,7622
  323,4892.334,14.566,7622
  324,4907.031,14.697,7622
  325,4921.785,14.754,7622
  326,4936.553,14.768,7621
  327,4951.119,14.566,7621
  328,4965.894,14.775,7621
  329,4980.845,14.951,7621
  330,4995.828,14.983,7621
  331,5010.530,14.702,7620
  332,5025.372,14.842,7620
  333,5040.599,15.227,7716
  334,5054.852,14.253,7716
  335,5069.725,14.873,7588
  336,5083.960,14.235,7590
  337,5099.079,15.119,7718
  338,5114.217,15.138,7718
  339,5129.078,14.861,7620
  340,5144.051,14.973,7620
  341,5158.670,14.619,7620
  342,5173.436,14.766,7620
  343,5188.010,14.574,7620
  344,5203.106,15.096,7620
  345,5218.014,14.908,7620
  346,5232.838,14.824,7620
  347,5247.882,15.044,7620
  348,5262.453,14.571,7620
  349,5277.099,14.646,7620
  350,5292.021,14.922,7620
  351,5307.098,15.077,7620
  352,5321.902,14.804,7620
  353,5336.687,14.785,7620
  354,5351.754,15.067,7620
  355,5366.825,15.071,7620
  356,5381.473,14.648,7620
  357,5396.017,14.544,7620
  358,5410.922,14.905,7619
  359,5425.989,15.067,7619
  360,5440.666,14.677,7619
  361,5455.468,14.802,7619
  362,5470.000,14.532,7619
  363,5484.846,14.846,7619
  364,5499.643,14.797,7619
  365,5514.621,14.978,7619
  366,5529.551,14.930,7619
  367,5544.310,14.759,7619
  368,5558.855,14.545,7619
  369,5573.650,14.795,7619
  370,5588.097,14.447,7619
  371,5602.797,14.700,7619
  372,5617.606,14.809,7619
  373,5632.347,14.741,7619
  374,5647.047,14.700,7619
  375,5661.527,14.480,7619
  376,5676.094,14.567,7619
  377,5690.866,14.772,7619
  378,5705.408,14.542,7619
  379,5720.321,14.913,7619
  380,5735.361,15.040,7619
  381,5750.151,14.790,7619
  382,5764.818,14.667,7619
  383,5779.497,14.679,7619
  384,5793.994,14.497,7619
  385,5808.718,14.724,7619
  386,5823.361,14.643,7619
  387,5838.104,14.743,7619
  388,5853.172,15.068,7619
  389,5867.993,14.821,7619
  390,5882.644,14.651,7619
  391,5897.371,14.727,7619
  392,5912.011,14.640,7619
  393,5926.742,14.731,7619
  394,5941.519,14.777,7619
  395,5956.372,14.853,7619
  396,5971.292,14.920,7619
  397,5986.433,15.141,7619
  398,6000.971,14.538,7619
  399,6015.681,14.710,7619
  400,6030.364,14.683,7619
  401,6045.039,14.675,7619
  402,6059.858,14.819,7619
  403,6074.821,14.963,7619
  404,6089.524,14.703,7619
  405,6104.024,14.500,7619
  406,6118.703,14.679,7619
  407,6133.803,15.100,7619
  408,6148.666,14.862,7619
  409,6163.599,14.934,7619
  410,6178.452,14.853,7619
  411,6193.148,14.696,7619
  412,6207.797,14.649,7619
  413,6222.347,14.550,7619
  414,6237.050,14.703,7619
  415,6251.827,14.777,7619
  416,6266.571,14.744,7619
  417,6281.086,14.515,7619
  418,6295.995,14.909,7619
  419,6310.758,14.763,7619
  420,6325.339,14.581,7619
  421,6339.876,14.537,7619
  422,6354.664,14.788,7619
  423,6369.113,14.449,7619
  424,6384.479,15.365,7619
  425,6399.545,15.067,7619
  426,6413.997,14.452,7619
  427,6428.767,14.770,7619
  428,6443.179,14.412,7619
  429,6457.793,14.614,7619
  430,6472.362,14.569,7619
  431,6487.439,15.077,7619
  432,6501.942,14.503,7619
  433,6516.784,14.842,7619
  434,6531.270,14.485,7619
  435,6545.916,14.646,7619
  436,6560.587,14.672,7619
  437,6575.046,14.459,7619
  438,6589.683,14.637,7619
  439,6604.695,15.012,7619
  440,6619.572,14.877,7619
