Frame, Time (ms), Delta (ms) , Memory (mb)
    1, 0.000, 0.000,2486
    2, 3.688, 3.688,5761
    3, 9.569, 5.881,5761
    4,13.553, 3.984,5761
    5,19.001, 5.448,5761
    6,23.853, 4.852,5761
    7,28.825, 4.972,5761
    8,34.066, 5.241,5761
    9,38.999, 4.933,5761
   10,43.993, 4.994,5761
   11,49.177, 5.184,5761
   12,54.104, 4.927,5761
   13,59.291, 5.187,5761
   14,63.844, 4.553,5761
   15,69.240, 5.396,5761
   16,73.969, 4.729,5761
   17,78.910, 4.941,5761
   18,84.010, 5.100,5761
   19,88.908, 4.898,5761
   20,93.875, 4.967,5761
   21,98.598, 4.723,5761
   22,104.175, 5.577,5761
   23,109.190, 5.015,5761
   24,113.854, 4.664,5761
   25,119.329, 5.475,5761
   26,124.164, 4.835,5761
   27,129.077, 4.913,5761
   28,135.096, 6.019,5761
   29,139.900, 4.804,5761
   30,144.573, 4.673,5761
   31,150.019, 5.446,5761
   32,154.955, 4.936,5761
   33,160.039, 5.084,5761
   34,164.668, 4.629,5761
   35,169.963, 5.295,5761
   36,175.118, 5.155,5761
   37,179.873, 4.755,5761
   38,185.158, 5.285,5761
   39,190.015, 4.857,5761
   40,194.799, 4.784,5761
   41,200.236, 5.437,5761
   42,205.034, 4.798,5761
   43,209.881, 4.847,5760
   44,214.701, 4.820,5760
   45,220.011, 5.310,5759
   46,224.950, 4.939,5759
   47,229.743, 4.793,5759
   48,235.092, 5.349,5759
   49,240.036, 4.944,5759
   50,244.894, 4.858,5759
   51,250.235, 5.341,5759
   52,255.066, 4.831,5759
   53,259.851, 4.785,5759
   54,264.831, 4.980,5759
   55,270.173, 5.342,5759
   56,274.947, 4.774,5759
   57,280.118, 5.171,5759
   58,285.189, 5.071,5759
   59,290.043, 4.854,5759
   60,294.841, 4.798,5759
   61,300.258, 5.417,5759
   62,305.159, 4.901,5759
   63,309.873, 4.714,5759
   64,314.712, 4.839,5759
   65,320.185, 5.473,5759
   66,324.969, 4.784,5759
   67,329.944, 4.975,5759
   68,335.232, 5.288,5759
   69,340.156, 4.924,5759
   70,344.966, 4.810,5759
   71,350.282, 5.316,5759
   72,355.573, 5.291,5759
   73,360.129, 4.556,5759
   74,365.000, 4.871,5759
   75,370.669, 5.669,5759
   76,375.660, 4.991,5759
   77,380.507, 4.847,5759
   78,385.999, 5.492,5759
   79,390.787, 4.788,5759
   80,395.426, 4.639,5759
   81,400.930, 5.504,5759
   82,405.784, 4.854,5759
   83,410.677, 4.893,5759
   84,416.113, 5.436,5759
   85,420.779, 4.666,5759
   86,425.480, 4.701,5759
   87,430.473, 4.993,5759
   88,435.739, 5.266,5759
   89,440.840, 5.101,5759
   90,445.571, 4.731,5759
   91,451.072, 5.501,5759
   92,455.865, 4.793,5759
   93,460.745, 4.880,5759
   94,466.003, 5.258,5759
   95,470.889, 4.886,5759
   96,475.716, 4.827,5759
   97,480.882, 5.166,5759
   98,485.875, 4.993,5759
   99,490.781, 4.906,5759
  100,495.719, 4.938,5759
  101,501.005, 5.286,5759
  102,505.715, 4.710,5759
  103,510.584, 4.869,5759
  104,515.752, 5.168,5759
  105,520.676, 4.924,5759
  106,525.444, 4.768,5759
  107,530.312, 4.868,5759
  108,535.612, 5.300,5759
  109,540.446, 4.834,5759
  110,545.284, 4.838,5759
  111,550.861, 5.577,5759
  112,555.679, 4.818,5759
  113,560.338, 4.659,5759
  114,565.312, 4.974,5759
  115,570.736, 5.424,5759
  116,575.480, 4.744,5759
  117,580.465, 4.985,5759
  118,585.857, 5.392,5759
  119,591.115, 5.258,5759
  120,595.466, 4.351,5759
  121,601.074, 5.608,5759
  122,605.871, 4.797,5759
  123,610.940, 5.069,5759
  124,616.164, 5.224,5759
  125,621.093, 4.929,5759
  126,626.276, 5.183,5759
  127,631.243, 4.967,5759
  128,636.722, 5.479,5759
  129,641.815, 5.093,5759
  130,646.400, 4.585,5759
  131,651.891, 5.491,5759
  132,656.875, 4.984,5759
  133,661.868, 4.993,5759
  134,666.983, 5.115,5759
  135,671.889, 4.906,5759
  136,676.718, 4.829,5759
  137,681.590, 4.872,5759
  138,686.969, 5.379,5759
  139,691.915, 4.946,5759
  140,696.567, 4.652,5759
  141,702.301, 5.734,5759
  142,706.907, 4.606,5759
  143,711.816, 4.909,5759
  144,717.150, 5.334,5759
  145,722.026, 4.876,5759
  146,726.827, 4.801,5759
  147,732.143, 5.316,5759
  148,737.040, 4.897,5759
  149,741.885, 4.845,5759
  150,746.698, 4.813,5759
  151,752.036, 5.338,5759
  152,756.849, 4.813,5759
  153,761.737, 4.888,5759
  154,767.021, 5.284,5759
  155,772.102, 5.081,5759
  156,777.249, 5.147,5759
  157,782.650, 5.401,5759
  158,787.746, 5.096,5759
  159,792.604, 4.858,5759
  160,797.390, 4.786,5759
  161,802.879, 5.489,5759
  162,807.998, 5.119,5759
  163,812.628, 4.630,5759
  164,817.898, 5.270,5759
  165,822.915, 5.017,5759
  166,827.590, 4.675,5759
  167,833.117, 5.527,5759
  168,838.007, 4.890,5759
  169,842.839, 4.832,5759
  170,847.732, 4.893,5759
  171,852.980, 5.248,5759
  172,857.894, 4.914,5759
  173,862.781, 4.887,5759
  174,868.003, 5.222,5759
  175,873.083, 5.080,5759
  176,877.660, 4.577,5759
  177,883.052, 5.392,5759
  178,887.909, 4.857,5759
  179,892.938, 5.029,5759
  180,897.479, 4.541,5759
  181,903.135, 5.656,5759
  182,907.815, 4.680,5759
  183,912.748, 4.933,5759
  184,918.005, 5.257,5759
  185,922.655, 4.650,5759
  186,927.587, 4.932,5759
  187,932.810, 5.223,5759
  188,937.591, 4.781,5759
  189,942.464, 4.873,5759
  190,947.245, 4.781,5759
  191,952.680, 5.435,5759
  192,957.499, 4.819,5759
  193,962.550, 5.051,5759
  194,967.681, 5.131,5759
  195,972.587, 4.906,5759
  196,977.286, 4.699,5759
  197,982.106, 4.820,5759
  198,987.285, 5.179,5759
  199,992.164, 4.879,5759
  200,996.908, 4.744,5759
  201,1002.330, 5.422,5759
  202,1007.101, 4.771,5759
  203,1011.977, 4.876,5759
  204,1017.283, 5.306,5759
  205,1022.178, 4.895,5759
  206,1026.928, 4.750,5759
  207,1031.677, 4.749,5759
  208,1037.175, 5.498,5759
  209,1042.022, 4.847,5759
  210,1046.546, 4.524,5759
  211,1051.974, 5.428,5759
  212,1056.771, 4.797,5759
  213,1061.548, 4.777,5759
  214,1066.718, 5.170,5759
  215,1071.628, 4.910,5759
  216,1076.373, 4.745,5759
  217,1081.166, 4.793,5759
  218,1086.467, 5.301,5759
  219,1091.357, 4.890,5759
  220,1096.057, 4.700,5759
  221,1101.646, 5.589,5759
  222,1106.092, 4.446,5759
  223,1110.886, 4.794,5759
  224,1116.200, 5.314,5759
  225,1121.145, 4.945,5759
  226,1126.085, 4.940,5759
  227,1130.903, 4.818,5759
  228,1136.304, 5.401,5759
  229,1140.992, 4.688,5759
  230,1145.656, 4.664,5759
  231,1151.083, 5.427,5759
  232,1155.992, 4.909,5759
  233,1160.687, 4.695,5759
  234,1166.013, 5.326,5759
  235,1170.683, 4.670,5759
  236,1175.473, 4.790,5759
  237,1180.375, 4.902,5759
  238,1185.638, 5.263,5759
  239,1190.716, 5.078,5759
  240,1195.720, 5.004,5759
  241,1201.104, 5.384,5759
  242,1206.107, 5.003,5759
  243,1210.761, 4.654,5759
  244,1215.895, 5.134,5759
  245,1220.717, 4.822,5759
  246,1225.401, 4.684,5759
  247,1230.353, 4.952,5759
  248,1235.489, 5.136,5759
  249,1240.205, 4.716,5759
  250,1244.938, 4.733,5759
  251,1250.378, 5.440,5759
  252,1255.067, 4.689,5759
  253,1259.822, 4.755,5759
  254,1264.640, 4.818,5759
  255,1269.925, 5.285,5759
  256,1274.639, 4.714,5759
  257,1279.423, 4.784,5759
  258,1284.685, 5.262,5759
  259,1289.367, 4.682,5759
  260,1294.039, 4.672,5759
  261,1299.797, 5.758,5759
  262,1304.509, 4.712,5759
  263,1309.316, 4.807,5759
  264,1314.019, 4.703,5759
  265,1319.209, 5.190,5759
  266,1323.993, 4.784,5759
  267,1328.733, 4.740,5759
  268,1333.861, 5.128,5759
  269,1338.856, 4.995,5759
  270,1343.390, 4.534,5759
  271,1348.247, 4.857,5759
  272,1353.499, 5.252,5759
