Frame, Time (ms), Delta (ms) , Memory (mb)
    1, 0.000, 0.000,2526
    2, 2.839, 2.839,5827
    3, 8.568, 5.729,5827
    4,12.977, 4.409,5827
    5,17.350, 4.373,5827
    6,22.184, 4.834,5827
    7,26.955, 4.771,5827
    8,32.022, 5.067,5827
    9,36.527, 4.505,5827
   10,41.438, 4.911,5827
   11,46.158, 4.720,5827
   12,51.002, 4.844,5827
   13,55.975, 4.973,5827
   14,60.740, 4.765,5827
   15,65.274, 4.534,5827
   16,70.318, 5.044,5827
   17,75.060, 4.742,5827
   18,79.750, 4.690,5827
   19,84.654, 4.904,5827
   20,89.479, 4.825,5827
   21,94.123, 4.644,5826
   22,99.058, 4.935,5826
   23,104.051, 4.993,5826
   24,108.604, 4.553,5826
   25,113.503, 4.899,5827
   26,118.315, 4.812,5828
   27,123.009, 4.694,5828
   28,127.878, 4.869,5828
   29,132.532, 4.654,5828
   30,137.744, 5.212,5828
   31,142.345, 4.601,5828
   32,147.703, 5.358,5828
   33,152.567, 4.864,5828
   34,157.624, 5.057,5828
   35,162.508, 4.884,5828
   36,167.472, 4.964,5828
   37,172.244, 4.772,5828
   38,176.997, 4.753,5828
   39,181.922, 4.925,5828
   40,186.569, 4.647,5828
   41,191.167, 4.598,5828
   42,196.180, 5.013,5828
   43,201.083, 4.903,5828
   44,205.845, 4.762,5828
   45,210.496, 4.651,5828
   46,215.389, 4.893,5828
   47,220.291, 4.902,5828
   48,225.026, 4.735,5828
   49,229.685, 4.659,5828
   50,234.507, 4.822,5828
   51,239.251, 4.744,5828
   52,244.340, 5.089,5828
   53,248.924, 4.584,5828
   54,253.683, 4.759,5828
   55,258.514, 4.831,5828
   56,263.346, 4.832,5828
   57,268.187, 4.841,5828
   58,272.954, 4.767,5828
   59,278.191, 5.237,5828
   60,283.079, 4.888,5828
   61,288.071, 4.992,5828
   62,293.335, 5.264,5828
   63,297.989, 4.654,5828
   64,303.111, 5.122,5828
   65,308.538, 5.427,5828
   66,313.228, 4.690,5828
   67,317.995, 4.767,5828
