TimeInSeconds,FrameTimeMs,FPS
27.79791,10.11,98.88
27.80802,9.98,100.18
27.81800,9.83,101.77
27.82783,10.17,98.37
27.83800,9.95,100.51
27.84795,10.10,98.97
27.85805,10.18,98.28
27.86823,10.70,93.43
27.87893,8.83,113.22
27.88776,10.31,97.03
27.89807,10.02,99.82
27.90809,9.93,100.74
27.91801,13.30,75.17
27.93132,7.76,128.81
27.93908,8.99,111.26
27.94807,10.16,98.42
27.95823,10.99,90.96
27.96922,9.98,100.21
27.97920,9.75,102.61
27.98895,9.22,108.42
27.99817,9.91,100.93
28.00808,11.71,85.43
28.01978,9.27,107.84
28.02906,10.07,99.34
28.03912,9.11,109.79
28.04823,10.24,97.67
28.05847,11.40,87.74
28.06986,9.30,107.49
28.07917,10.07,99.31
28.08924,10.03,99.72
28.09927,8.83,113.19
28.10810,11.12,89.95
28.11922,10.09,99.12
28.12931,10.11,98.93
28.13941,10.00,99.96
28.14942,9.93,100.70
28.15935,10.11,98.94
28.16945,9.68,103.29
28.17914,10.03,99.75
28.18916,10.10,99.04
28.19926,10.94,91.43
28.21020,10.18,98.25
28.22037,8.71,114.76
28.22909,10.42,96.01
28.23950,11.31,88.38
28.25082,10.04,99.61
28.26086,9.78,102.29
28.27063,9.74,102.69
28.28037,12.92,77.39
28.29329,9.14,109.41
28.30243,6.93,144.20
28.30937,10.96,91.26
28.32033,9.92,100.76
28.33025,10.25,97.58
28.34050,10.13,98.76
28.35062,9.97,100.29
28.36059,10.04,99.55
28.37064,9.68,103.35
28.38031,9.87,101.31
28.39019,10.23,97.75
28.40042,10.09,99.12
28.41050,10.20,98.02
28.42071,9.82,101.84
28.43053,10.14,98.62
28.44066,11.05,90.48
28.45172,9.08,110.16
28.46080,10.17,98.36
28.47096,10.44,95.81
28.48140,10.15,98.53
28.49155,11.12,89.95
28.50267,9.76,102.51
28.51242,10.07,99.29
28.52249,9.99,100.14
28.53248,10.02,99.82
28.54250,11.28,88.64
28.55378,9.79,102.15
28.56357,9.25,108.10
28.57282,26.91,37.16
28.59973,3.79,263.52
28.60352,9.89,101.15
28.61341,9.12,109.63
28.62253,9.91,100.96
28.63244,10.91,91.68
28.64334,9.33,107.22
28.65267,9.92,100.76
28.66260,10.14,98.59
28.67274,10.25,97.56
28.68299,10.61,94.24
28.69360,9.83,101.68
28.70343,10.10,99.03
28.71353,10.11,98.93
28.72364,11.22,89.15
28.73486,11.05,90.52
28.74590,9.87,101.32
28.75577,9.96,100.37
28.76574,9.03,110.78
28.77476,11.35,88.14
28.78611,10.47,95.56
28.79657,11.03,90.63
28.80761,8.19,122.16
28.81579,41.24,24.25
28.85704,4.72,211.95
28.86175,13.03,76.72
28.87479,5.93,168.67
28.88072,10.17,98.29
28.89089,9.94,100.65
28.90083,10.34,96.71
28.91117,9.70,103.13
28.92086,11.25,88.90
28.93211,9.90,101.01
28.94201,9.76,102.48
28.95177,10.25,97.53
28.96202,9.74,102.67
28.97176,11.13,89.86
28.98289,11.25,88.89
28.99414,10.09,99.11
29.00423,9.96,100.40
29.01419,10.79,92.69
29.02498,9.90,101.03
29.03488,10.23,97.77
29.04510,11.03,90.69
29.05613,10.03,99.72
29.06616,11.66,85.74
29.07782,10.04,99.58
29.08786,10.28,97.26
29.09815,10.09,99.11
29.10824,10.96,91.25
29.11919,9.89,101.08
29.12909,10.67,93.71
29.13976,10.20,98.04
29.14996,10.13,98.67
29.16009,11.05,90.54
29.17114,9.92,100.76
29.18106,10.20,98.00
29.19127,10.97,91.18
29.20224,10.41,96.07
29.21265,10.86,92.06
29.22351,9.61,104.02
29.23312,9.86,101.41
29.24298,11.29,88.57
29.25427,24.18,41.36
29.27845,3.78,264.84
29.28223,9.74,102.64
29.29197,10.07,99.26
29.30204,10.13,98.73
29.31217,11.06,90.40
29.32323,10.10,99.04
29.33333,9.76,102.45
29.34309,9.87,101.32
29.35296,11.28,88.65
29.36424,9.97,100.27
29.37422,10.35,96.60
29.38457,10.53,94.95
29.39510,10.37,96.45
29.40547,10.85,92.17
29.41632,10.09,99.11
29.42641,10.08,99.24
29.43649,9.64,103.73
29.44613,12.10,82.66
29.45822,10.00,100.01
29.46822,10.30,97.05
29.47853,10.01,99.93
29.48853,10.85,92.15
29.49938,11.21,89.18
29.51060,9.99,100.12
29.52059,11.25,88.86
29.53184,12.01,83.28
29.54385,8.62,116.05
29.55246,10.82,92.45
29.56328,10.40,96.17
29.57368,10.61,94.25
29.58429,10.11,98.93
29.59440,10.88,91.92
29.60528,11.19,89.35
29.61647,10.36,96.55
29.62683,10.06,99.44
29.63688,11.88,84.20
29.64876,9.71,102.96
29.65847,9.88,101.24
29.66835,11.12,89.95
29.67947,10.27,97.35
29.68974,11.21,89.24
29.70094,10.57,94.56
29.71152,10.10,98.99
29.72162,11.20,89.26
29.73282,11.07,90.30
29.74390,12.04,83.03
29.75594,9.71,103.03
29.76565,9.94,100.62
29.77559,11.41,87.67
29.78699,10.61,94.21
29.79761,11.08,90.27
29.80868,23.26,42.99
29.83194,4.62,216.54
29.83656,9.05,110.50
29.84561,10.12,98.84
29.85573,11.32,88.35
29.86705,9.25,108.10
29.87630,11.77,84.95
29.88807,19.50,51.29
29.90757,4.53,220.91
29.91209,10.14,98.57
29.92224,10.78,92.77
29.93302,11.10,90.07
29.94412,10.16,98.39
29.95428,10.26,97.46
29.96455,11.09,90.21
29.97563,10.78,92.76
29.98641,10.65,93.86
29.99706,10.40,96.19
30.00746,9.94,100.61
30.01740,11.04,90.58
30.02844,11.73,85.28
30.04017,10.25,97.58
30.05041,10.19,98.16
30.06060,11.75,85.14
30.07235,11.16,89.60
30.08351,10.82,92.46
30.09432,9.92,100.82
30.10424,12.00,83.30
30.11625,10.07,99.33
30.12631,10.26,97.46
30.13658,10.81,92.51
30.14738,9.99,100.08
30.15738,10.85,92.20
30.16822,11.26,88.83
30.17948,10.06,99.40
30.18954,10.85,92.16
30.20039,9.81,101.91
30.21020,11.17,89.56
30.22137,10.01,99.91
30.23138,11.07,90.33
30.24245,10.76,92.97
30.25321,10.20,98.06
30.26340,11.05,90.46
30.27446,10.09,99.16
30.28454,11.14,89.80
30.29568,9.67,103.40
30.30535,9.97,100.35
30.31532,11.08,90.22
30.32640,16.25,61.52
30.34265,10.85,92.17
30.35350,10.73,93.17
30.36424,10.12,98.84
30.37435,10.48,95.43
30.38483,9.99,100.06
30.39483,10.16,98.46
30.40498,10.45,95.72
30.41543,9.99,100.10
30.42542,10.29,97.14
30.43572,11.05,90.52
30.44676,9.92,100.81
30.45668,11.04,90.61
30.46772,9.91,100.95
30.47762,10.03,99.72
30.48765,11.15,89.71
30.49880,10.29,97.14
30.50909,10.50,95.24
30.51959,9.10,109.95
30.52869,10.82,92.39
30.53951,9.94,100.57
30.54946,10.27,97.37
30.55973,11.05,90.50
30.57078,9.10,109.91
30.57987,10.21,97.98
30.59008,10.08,99.20
30.60016,11.21,89.17
30.61138,9.71,103.00
30.62108,10.64,94.01
30.63172,10.50,95.25
30.64222,10.72,93.32
30.65294,10.08,99.24
30.66301,9.95,100.55
30.67296,10.10,99.01
30.68306,9.98,100.23
30.69304,11.18,89.43
30.70422,11.03,90.69
30.71524,8.66,115.50
30.72390,10.13,98.68
30.73404,11.15,89.65
30.74519,10.13,98.67
30.75533,9.94,100.63
30.76526,9.80,102.05
30.77506,10.02,99.83
30.78508,10.93,91.49
30.79601,10.43,95.92
30.80644,9.99,100.11
30.81642,9.75,102.54
30.82618,9.70,103.08
30.83588,10.47,95.50
30.84635,9.85,101.56
30.85620,9.92,100.82
30.86611,9.85,101.56
30.87596,10.27,97.40
30.88623,9.94,100.63
30.89616,10.15,98.57
30.90631,10.28,97.24
30.91659,9.64,103.72
30.92623,10.85,92.13
30.93709,10.07,99.27
30.94716,10.02,99.78
30.95718,9.98,100.23
30.96716,9.94,100.60
30.97710,11.24,89.00
30.98834,10.09,99.12
30.99843,9.28,107.80
31.00770,9.95,100.51
31.01765,9.75,102.61
31.02740,10.68,93.61
31.03808,10.24,97.63
31.04832,10.01,99.85
31.05834,9.98,100.18
31.06832,10.84,92.21
31.07916,10.27,97.38
31.08943,10.11,98.92
31.09954,9.90,100.97
31.10945,10.37,96.43
31.11982,10.45,95.71
31.13026,9.93,100.71
31.14019,10.39,96.27
31.15058,9.99,100.06
31.16058,10.13,98.70
31.17071,10.68,93.65
31.18139,10.05,99.55
31.19143,10.19,98.10
31.20162,10.10,99.06
31.21172,11.25,88.90
31.22297,10.41,96.09
31.23338,9.98,100.21
31.24335,10.19,98.17
31.25354,10.11,98.96
31.26365,10.84,92.21
31.27449,9.96,100.37
31.28445,10.07,99.31
31.29452,11.43,87.46
31.30596,10.90,91.70
31.31686,9.18,108.96
31.32604,10.60,94.37
31.33664,9.89,101.14
31.34652,10.12,98.81
31.35664,11.13,89.82
31.36778,10.24,97.64
31.37802,9.77,102.40
31.38778,9.88,101.17
31.39767,10.08,99.20
31.40775,11.34,88.16
31.41909,10.14,98.60
31.42923,10.60,94.34
31.43983,9.72,102.88
31.44955,10.44,95.76
31.46000,10.88,91.93
31.47087,9.88,101.22
31.48075,10.31,97.00
31.49106,9.98,100.21
31.50104,10.95,91.32
31.51199,10.14,98.62
31.52213,10.83,92.33
31.53296,10.01,99.94
31.54297,9.70,103.11
31.55267,11.30,88.48
31.56397,9.81,101.92
31.57378,10.04,99.65
31.58382,44.48,22.48
31.62829,4.66,214.51
31.63295,9.15,109.28
31.64210,10.01,99.92
31.65211,10.28,97.30
31.66239,9.59,104.29
31.67198,10.86,92.08
31.68284,11.16,89.64
31.69400,10.80,92.61
31.70479,11.32,88.35
31.71611,9.82,101.83
31.72593,11.04,90.59
31.73697,11.10,90.13
31.74807,11.11,89.99
31.75918,10.35,96.65
31.76953,10.78,92.77
31.78030,9.66,103.55
31.78996,12.24,81.67
31.80221,10.02,99.81
31.81222,10.88,91.91
31.82311,10.05,99.53
31.83315,11.13,89.87
31.84428,11.81,84.71
31.85608,10.20,98.06
31.86628,11.21,89.19
31.87750,9.52,105.09
31.88701,11.90,84.05
31.89891,10.18,98.23
31.90909,11.07,90.36
31.92015,10.97,91.12
31.93113,10.93,91.53
31.94205,11.14,89.79
31.95319,10.11,98.94
31.96330,11.03,90.68
31.97433,12.45,80.30
31.98678,9.61,104.11
31.99639,10.67,93.73
32.00705,10.09,99.11
32.01714,10.93,91.50
32.02807,11.15,89.68
32.03922,10.88,91.89
32.05011,11.32,88.34
32.06143,10.72,93.24
32.07215,10.11,98.89
32.08226,12.14,82.35
32.09441,9.74,102.66
32.10415,10.96,91.23
32.11511,10.27,97.34
32.12538,11.96,83.61
32.13734,9.85,101.57
32.14719,11.06,90.46
32.15824,11.01,90.81
32.16925,10.92,91.55
32.18018,11.35,88.13
32.19152,10.39,96.28
32.20191,10.23,97.80
32.21213,11.44,87.43
32.22357,10.83,92.35
32.23440,11.96,83.58
32.24637,11.05,90.46
32.25742,10.77,92.84
32.26819,11.51,86.87
32.27970,11.24,88.93
32.29095,28.43,35.18
32.31938,3.72,268.73
32.32310,10.60,94.33
32.33370,9.88,101.17
32.34358,11.41,87.60
32.35500,9.85,101.51
32.36485,11.10,90.09
32.37595,10.73,93.16
32.38668,10.16,98.43
32.39684,11.10,90.09
32.40794,12.16,82.24
32.42010,10.22,97.89
32.43032,10.55,94.83
32.44086,9.87,101.30
32.45073,10.07,99.30
32.46081,12.84,77.88
32.47365,9.08,110.15
32.48272,11.09,90.16
32.49382,11.07,90.36
32.50488,11.02,90.74
32.51590,10.18,98.23
32.52608,11.05,90.49
32.53713,9.71,102.98
32.54684,10.83,92.32
32.55768,11.30,88.51
32.56897,10.91,91.69
32.57988,10.07,99.31
32.58995,11.26,88.79
32.60121,10.92,91.61
32.61213,10.13,98.76
32.62225,10.94,91.43
32.63319,10.16,98.47
32.64335,10.78,92.73
32.65413,10.93,91.52
32.66506,10.15,98.56
32.67520,10.85,92.19
32.68605,9.94,100.59
32.69599,11.06,90.40
32.70705,10.04,99.61
32.71709,11.21,89.19
32.72830,11.33,88.27
32.73963,10.83,92.37
32.75046,9.64,103.74
32.76010,10.22,97.86
32.77032,9.95,100.50
32.78027,10.84,92.23
32.79111,10.24,97.64
32.80135,10.68,93.66
32.81203,10.30,97.06
32.82233,9.88,101.24
32.83221,11.11,90.00
32.84332,11.24,88.96
32.85456,9.77,102.34
32.86433,9.77,102.37
32.87410,10.26,97.43
32.88437,10.72,93.27
32.89509,10.25,97.59
32.90533,9.85,101.53
32.91518,9.98,100.20
32.92516,10.19,98.11
32.93536,12.01,83.27
32.94737,10.12,98.82
32.95749,9.70,103.09
32.96719,10.09,99.09
32.97728,11.10,90.07
32.98838,9.93,100.75
32.99831,10.04,99.57
33.00835,11.14,89.78
33.01949,10.98,91.10
33.03046,11.13,89.87
33.04159,10.86,92.06
33.05245,10.27,97.41
33.06272,9.67,103.38
33.07239,9.80,102.04
33.08219,10.14,98.66
33.09233,9.99,100.10
33.10232,9.97,100.27
33.11229,10.91,91.65
33.12320,11.04,90.59
33.13424,11.24,88.99
33.14548,9.03,110.77
33.15451,10.36,96.48
33.16487,9.70,103.05
33.17458,10.68,93.67
33.18525,10.21,97.92
33.19546,10.02,99.81
33.20548,10.23,97.76
33.21571,10.67,93.70
33.22639,10.14,98.65
33.23652,10.98,91.10
33.24750,9.29,107.67
33.25679,11.01,90.79
33.26780,10.65,93.93
33.27845,10.11,98.95
33.28855,9.90,101.00
33.29846,10.11,98.89
33.30857,10.10,98.98
33.31867,10.68,93.63
33.32935,10.23,97.73
33.33958,13.14,76.09
33.35273,7.09,141.01
33.35982,11.24,88.93
33.37106,9.37,106.68
33.38044,10.14,98.62
33.39058,10.11,98.90
33.40069,10.00,100.03
33.41068,10.89,91.87
33.42157,9.93,100.69
33.43150,10.24,97.70
33.44174,10.03,99.69
33.45177,10.16,98.42
33.46193,10.99,90.96
33.47292,9.78,102.22
33.48271,9.90,101.03
33.49260,10.15,98.55
33.50275,10.00,99.96
33.51275,11.07,90.35
33.52382,10.92,91.61
33.53474,9.04,110.58
33.54378,10.20,98.08
33.55398,11.05,90.52
33.56502,10.10,99.00
33.57512,9.70,103.13
33.58482,9.80,102.07
33.59462,14.39,69.48
33.60901,6.82,146.68
33.61583,10.08,99.18
33.62591,13.02,76.80
33.63893,6.90,144.86
33.64584,11.09,90.21
33.65692,10.11,98.89
33.66703,10.21,97.92
33.67725,9.72,102.86
33.68697,9.83,101.73
33.69680,11.23,89.05
33.70803,10.89,91.81
33.71892,9.23,108.31
33.72815,10.87,92.02
33.73902,9.93,100.70
33.74895,11.13,89.85
33.76008,10.20,98.00
33.77028,10.37,96.44
33.78065,9.55,104.75
33.79020,10.95,91.36
33.80114,10.78,92.78
33.81192,9.17,109.05
33.82109,10.12,98.80
33.83121,11.04,90.62
33.84225,10.91,91.69
33.85315,10.42,95.99
33.86357,9.94,100.64
33.87351,9.93,100.67
33.88344,9.82,101.81
33.89327,10.66,93.79
33.90393,10.15,98.48
33.91408,10.07,99.34
33.92415,10.08,99.18
33.93423,11.00,90.87
33.94524,10.09,99.15
33.95532,10.04,99.58
33.96536,10.21,97.98
33.97557,10.88,91.95
33.98645,10.80,92.61
33.99724,10.00,100.01
34.00724,10.34,96.69
34.01759,9.69,103.23
34.02727,10.01,99.88
34.03729,11.87,84.23
34.04916,10.14,98.65
34.05929,10.17,98.37
34.06946,11.27,88.75
34.08073,11.10,90.11
34.09183,10.13,98.71
34.10196,9.48,105.47
34.11144,10.07,99.32
34.12151,10.71,93.37
34.13222,13.27,75.35
34.14549,15.26,65.54
34.16074,4.58,218.25
34.16533,10.13,98.73
34.17545,11.04,90.59
34.18649,10.32,96.87
34.19682,10.54,94.87
34.20736,9.92,100.79
34.21728,10.24,97.62
34.22752,11.72,85.35
34.23924,10.06,99.40
34.24930,10.11,98.92
34.25941,10.21,97.99
34.26961,11.04,90.54
34.28066,10.04,99.63
34.29069,11.00,90.92
34.30169,9.93,100.75
34.31162,10.07,99.31
34.32169,12.24,81.71
34.33393,9.77,102.38
34.34369,10.20,98.06
34.35389,9.68,103.28
34.36357,10.98,91.05
34.37456,10.16,98.38
34.38472,11.06,90.39
34.39579,10.25,97.54
34.40604,9.62,103.96
34.41566,10.83,92.38
34.42648,10.37,96.39
34.43686,18.99,52.65
34.45585,3.74,267.29
34.45959,9.03,110.77
34.46862,11.03,90.67
34.47965,10.34,96.71
34.48999,9.85,101.54
34.49984,11.12,89.95
34.51095,9.86,101.42
34.52081,10.83,92.30
34.53165,10.36,96.48
34.54201,9.69,103.21
34.55170,10.15,98.53
34.56185,11.77,84.96
34.57362,12.32,81.19
34.58594,8.05,124.25
34.59399,10.18,98.19
34.60417,11.02,90.78
34.61519,10.61,94.28
34.62579,9.83,101.78
34.63562,10.74,93.08
34.64636,10.63,94.09
34.65699,11.76,85.04
34.66875,9.26,108.04
34.67801,10.80,92.59
34.68881,10.05,99.47
34.69886,10.40,96.12
34.70926,13.87,72.10
34.72314,11.20,89.28
34.73434,10.69,93.58
34.74502,7.01,142.62
34.75203,11.86,84.33
34.76389,10.04,99.58
34.77393,9.90,100.97
34.78384,10.18,98.27
34.79401,11.10,90.08
34.80512,11.02,90.71
34.81614,10.17,98.36
34.82631,10.70,93.48
34.83700,9.85,101.53
34.84685,11.25,88.88
34.85810,10.94,91.39
34.86905,10.07,99.30
34.87912,9.94,100.61
34.88906,11.30,88.47
34.90036,12.18,82.09
34.91254,10.93,91.47
34.92347,10.04,99.59
34.93352,9.62,103.95
34.94314,11.87,84.24
34.95501,10.38,96.35
34.96538,9.93,100.66
34.97532,9.89,101.16
34.98520,10.84,92.27
34.99604,11.18,89.43
35.00722,10.37,96.47
35.01759,14.05,71.18
35.03164,6.90,144.85
35.03854,10.74,93.10
35.04928,9.88,101.17
35.05917,11.24,88.93
35.07041,9.78,102.27
35.08019,11.33,88.23
35.09152,11.62,86.05
35.10314,10.28,97.23
35.11343,10.00,99.98
35.12343,10.28,97.23
35.13371,11.88,84.15
35.14560,9.69,103.17
35.15529,9.97,100.31
35.16526,11.09,90.17
35.17635,10.10,98.98
35.18645,11.87,84.27
35.19832,9.85,101.53
35.20817,10.26,97.47
35.21843,10.95,91.33
35.22938,11.18,89.48
35.24056,11.45,87.31
35.25201,9.41,106.27
35.26142,11.96,83.64
35.27337,10.00,99.96
35.28338,10.02,99.76
35.29340,10.95,91.32
35.30435,10.01,99.91
35.31436,11.04,90.55
35.32541,10.25,97.58
35.33566,11.52,86.84
35.34717,10.61,94.24
35.35778,9.78,102.30
35.36756,10.74,93.08
35.37830,11.17,89.50
35.38947,10.00,99.95
35.39948,10.16,98.43
35.40964,10.91,91.68
35.42055,10.99,91.02
35.43153,10.56,94.74
35.44209,10.71,93.33
35.45280,11.02,90.73
35.46383,10.69,93.53
35.47452,11.13,89.84
35.48565,11.95,83.66
35.49760,8.86,112.89
35.50646,11.17,89.56
35.51762,10.85,92.15
35.52848,10.53,94.99
35.53900,11.94,83.76
35.55094,8.88,112.62
35.55982,11.50,86.99
35.57132,10.53,94.94
35.58185,9.90,101.02
35.59175,11.03,90.69
35.60278,9.90,101.01
35.61268,11.94,83.76
35.62462,9.99,100.14
35.63460,10.32,96.91
35.64492,10.94,91.37
35.65587,11.10,90.13
35.66696,10.97,91.15
35.67793,10.00,99.96
35.68794,10.69,93.56
35.69862,11.14,89.79
35.70976,11.01,90.84
35.72077,10.30,97.10
35.73107,10.99,91.00
35.74206,10.96,91.27
35.75301,11.04,90.56
35.76406,10.90,91.73
35.77496,10.27,97.41
35.78522,10.68,93.60
35.79591,10.73,93.18
35.80664,11.09,90.13
35.81773,10.09,99.08
35.82783,11.18,89.42
35.83901,10.81,92.52
35.84982,11.45,87.36
35.86127,10.99,91.01
35.87225,10.17,98.33
35.88242,10.89,91.85
35.89331,10.66,93.85
35.90397,10.97,91.16
35.91494,11.23,89.06
35.92616,10.96,91.27
35.93712,9.94,100.61
35.94706,11.88,84.21
35.95894,10.15,98.55
35.96908,10.59,94.39
35.97968,10.98,91.05
35.99066,11.17,89.55
36.00183,10.29,97.20
36.01212,10.74,93.11
36.02286,10.20,98.07
36.03305,11.00,90.92
36.04405,11.14,89.80
36.05519,11.03,90.65
36.06622,10.07,99.35
36.07628,11.07,90.35
36.08735,11.96,83.60
36.09931,10.27,97.37
36.10958,10.93,91.53
36.12051,9.68,103.26
36.13019,12.22,81.86
36.14241,9.93,100.67
36.15234,10.85,92.16
36.16319,11.02,90.71
36.17422,10.06,99.36
36.18428,12.09,82.70
36.19637,10.27,97.36
36.20664,10.92,91.58
36.21756,10.86,92.08
36.22842,11.84,84.49
36.24026,10.05,99.46
36.25031,11.01,90.86
36.26132,11.18,89.44
36.27250,10.83,92.37
36.28333,11.09,90.15
36.29442,10.97,91.18
36.30539,10.16,98.39
36.31555,11.18,89.44
36.32673,10.59,94.45
36.33732,10.88,91.93
36.34820,11.34,88.22
36.35953,10.82,92.42
36.37035,11.97,83.57
36.38232,9.99,100.06
36.39231,11.12,89.91
36.40344,10.96,91.22
36.41440,10.39,96.26
36.42479,11.97,83.53
36.43676,10.71,93.35
36.44747,10.96,91.22
36.45843,10.18,98.24
36.46861,11.83,84.56
36.48044,10.25,97.59
36.49069,10.92,91.60
36.50160,12.00,83.31
36.51361,11.16,89.59
36.52477,12.08,82.75
36.53685,10.97,91.18
36.54782,9.96,100.41
36.55778,10.67,93.71
36.56845,12.16,82.22
36.58061,10.09,99.10
36.59071,10.89,91.80
36.60160,11.05,90.52
36.61265,12.06,82.91
36.62471,12.07,82.85
36.63678,9.07,110.26
36.64585,11.40,87.73
36.65725,11.39,87.79
36.66864,10.00,99.99
36.67864,11.22,89.10
36.68986,10.81,92.51
36.70067,10.17,98.34
36.71084,11.90,84.01
36.72274,11.01,90.80
36.73376,11.08,90.27
36.74483,11.03,90.69
36.75586,12.22,81.80
36.76809,9.52,105.00
36.77761,11.01,90.81
36.78862,10.11,98.89
36.79873,11.96,83.58
36.81070,10.12,98.80
36.82082,11.20,89.31
36.83202,10.93,91.47
36.84295,10.15,98.49
36.85310,12.25,81.65
36.86535,10.91,91.70
36.87626,9.55,104.75
36.88580,11.00,90.92
36.89680,11.96,83.63
36.90876,10.10,99.03
36.91886,11.21,89.17
36.93007,10.73,93.19
36.94080,11.08,90.23
36.95189,11.05,90.53
36.96293,11.07,90.31
36.97400,10.44,95.79
36.98444,10.67,93.72
36.99512,10.77,92.81
37.00589,11.23,89.08
37.01712,10.95,91.30
37.02807,10.02,99.85
37.03808,11.92,83.87
37.05001,10.09,99.08
37.06010,11.09,90.14
37.07119,11.39,87.76
37.08259,10.73,93.19
37.09332,11.91,83.98
37.10523,9.73,102.75
37.11496,11.33,88.26
37.12629,9.76,102.43
37.13605,12.02,83.16
37.14808,9.93,100.74
37.15800,11.04,90.59
37.16904,11.21,89.22
37.18025,11.46,87.25
37.19171,10.86,92.08
37.20257,10.46,95.63
37.21303,10.32,96.92
37.22335,11.14,89.77
37.23449,12.73,78.53
37.24722,10.05,99.50
37.25727,10.84,92.23
37.26811,10.24,97.63
37.27836,12.01,83.25
37.29037,10.33,96.82
37.30070,10.91,91.69
37.31160,10.85,92.19
37.32245,9.83,101.75
37.33228,12.04,83.06
37.34432,10.06,99.38
37.35438,11.29,88.55
37.36567,10.53,94.96
37.37620,11.20,89.26
37.38741,11.02,90.76
37.39842,10.31,96.99
37.40873,11.11,89.99
37.41985,11.44,87.44
37.43128,10.08,99.21
37.44136,11.08,90.29
37.45244,9.97,100.32
37.46241,11.97,83.53
37.47438,10.85,92.19
37.48523,10.39,96.24
37.49562,10.85,92.13
37.50647,10.22,97.89
37.51669,12.29,81.37
37.52898,10.53,94.99
37.53950,9.89,101.13
37.54939,11.15,89.70
37.56054,11.19,89.34
37.57173,10.82,92.39
37.58256,10.87,91.97
37.59343,10.13,98.73
37.60356,11.99,83.41
37.61555,10.29,97.19
37.62584,10.97,91.14
37.63681,11.80,84.74
37.64861,9.02,110.85
37.65763,11.95,83.68
37.66958,10.06,99.42
37.67964,10.95,91.31
37.69059,11.06,90.40
37.70165,10.99,90.96
37.71265,11.11,90.02
37.72376,10.24,97.62
37.73400,12.30,81.29
37.74630,10.30,97.06
37.75660,11.18,89.41
37.76779,10.84,92.27
37.77863,10.00,100.05
37.78862,11.31,88.43
37.79993,10.89,91.85
37.81082,11.11,90.02
37.82193,10.95,91.32
37.83288,12.22,81.87
37.84509,11.10,90.11
37.85619,9.63,103.87
37.86582,9.83,101.73
37.87565,11.24,88.93
37.88689,9.99,100.06
37.89689,11.94,83.72
37.90883,10.75,92.98
37.91959,10.32,96.92
37.92990,10.99,91.00
37.94089,11.14,89.74
37.95204,11.25,88.86
37.96329,10.63,94.04
37.97392,9.76,102.51
37.98368,11.26,88.85
37.99493,11.99,83.41
38.00692,9.96,100.36
38.01689,11.00,90.91
38.02789,10.19,98.16
38.03807,12.08,82.81
38.05015,11.11,89.99
38.06126,11.01,90.85
38.07227,9.66,103.56
38.08193,11.04,90.55
38.09297,11.12,89.92
38.10409,10.90,91.72
38.11499,11.03,90.66
38.12602,10.92,91.58
38.13694,13.38,74.73
38.15032,9.93,100.72
38.16025,11.14,89.74
38.17140,10.06,99.38
38.18146,10.75,93.00
38.19221,10.72,93.30
38.20293,11.42,87.56
38.21435,10.16,98.46
38.22451,10.73,93.16
38.23524,11.83,84.55
38.24707,10.16,98.45
38.25722,11.15,89.71
38.26837,10.32,96.94
38.27869,12.02,83.17
38.29071,9.56,104.59
38.30027,10.76,92.94
38.31103,11.30,88.48
38.32233,10.96,91.23
38.33330,10.93,91.49
38.34423,10.91,91.70
38.35513,10.16,98.39
38.36529,11.18,89.44
38.37648,10.05,99.55
38.38652,12.04,83.04
38.39856,9.81,101.96
38.40837,10.81,92.47
38.41919,11.23,89.06
38.43041,10.84,92.24
38.44126,11.04,90.58
38.45230,9.89,101.11
38.46219,11.17,89.55
38.47335,11.05,90.52
38.48440,11.29,88.60
38.49569,10.03,99.67
38.50572,10.66,93.79
38.51638,10.86,92.09
38.52724,11.22,89.14
38.53846,9.83,101.75
38.54829,11.16,89.57
38.55945,10.87,91.98
38.57032,11.19,89.40
38.58151,10.96,91.23
38.59247,10.15,98.53
38.60262,11.15,89.66
38.61377,10.68,93.66
38.62445,10.76,92.92
38.63521,10.33,96.83
38.64554,11.86,84.29
38.65740,10.18,98.22
38.66759,10.72,93.28
38.67831,10.11,98.90
38.68842,11.23,89.02
38.69965,12.03,83.09
38.71169,10.20,98.05
38.72189,10.54,94.89
38.73242,10.92,91.56
38.74335,10.18,98.20
38.75353,10.90,91.78
38.76443,10.99,90.98
38.77542,10.23,97.77
38.78565,10.07,99.28
38.79572,12.96,77.14
38.80868,9.25,108.16
38.81793,10.10,99.04
38.82802,10.49,95.36
38.83851,9.97,100.28
38.84848,11.09,90.14
38.85958,10.21,97.92
38.86979,11.20,89.25
38.88099,9.83,101.72
38.89082,11.09,90.20
38.90191,10.79,92.64
38.91270,10.19,98.12
38.92290,10.29,97.22
38.93318,10.83,92.36
38.94401,10.47,95.53
38.95448,10.47,95.48
38.96495,9.70,103.11
38.97465,10.17,98.36
38.98482,11.88,84.20
38.99669,10.28,97.26
39.00697,9.85,101.53
39.01682,10.29,97.14
39.02712,11.27,88.76
39.03838,10.52,95.08
39.04890,9.84,101.61
39.05874,10.26,97.47
39.06900,10.83,92.34
39.07983,11.22,89.12
39.09105,10.18,98.28
39.10123,10.03,99.66
39.11126,10.70,93.44
39.12196,10.29,97.18
39.13225,11.84,84.46
39.14409,9.78,102.28
39.15387,9.85,101.55
39.16372,11.17,89.55
39.17489,10.04,99.64
39.18492,11.28,88.62
39.19621,9.67,103.44
39.20587,11.04,90.56
39.21692,10.40,96.15
