TimeInSeconds,FrameTimeMs,FPS
25.99723,9.08,110.09
26.00632,9.76,102.42
26.01608,10.14,98.60
26.02622,9.08,110.08
26.03531,9.04,110.58
26.04435,9.49,105.37
26.05384,9.11,109.75
26.06295,9.92,100.76
26.07288,9.40,106.41
26.08227,9.98,100.15
26.09226,9.16,109.19
26.10142,8.55,116.95
26.10997,10.04,99.62
26.12000,9.10,109.86
26.12911,10.12,98.84
26.13922,9.03,110.69
26.14826,9.67,103.38
26.15793,9.24,108.27
26.16717,10.07,99.26
26.17724,9.26,107.95
26.18651,10.22,97.83
26.19673,8.41,118.91
26.20514,10.91,91.62
26.21605,9.04,110.67
26.22509,9.26,107.94
26.23435,9.61,104.09
26.24396,9.93,100.72
26.25389,8.76,114.18
26.26265,10.21,97.92
26.27286,9.12,109.65
26.28198,9.26,108.02
26.29124,9.42,106.15
26.30066,10.20,98.04
26.31086,9.01,110.97
26.31987,9.10,109.95
26.32896,9.90,101.04
26.33886,8.98,111.34
26.34784,10.04,99.64
26.35788,9.00,111.06
26.36688,9.26,107.98
26.37614,10.02,99.77
26.38617,8.55,116.90
26.39472,10.07,99.26
26.40480,9.13,109.52
26.41393,10.15,98.53
26.42408,8.81,113.49
26.43289,10.07,99.27
26.44296,8.95,111.74
26.45191,9.29,107.64
26.46120,8.94,111.90
26.47014,10.20,98.06
26.48034,9.60,104.20
26.48993,8.98,111.37
26.49891,9.99,100.15
26.50890,9.15,109.32
26.51804,10.13,98.71
26.52818,9.95,100.47
26.53813,9.94,100.61
26.54807,8.64,115.74
26.55671,10.52,95.06
26.56723,8.18,122.26
26.57541,9.50,105.23
26.58491,10.26,97.48
26.59517,9.08,110.11
26.60425,9.85,101.57
26.61410,8.83,113.29
26.62292,9.96,100.40
26.63288,11.38,87.87
26.64427,9.17,109.03
26.65344,9.10,109.90
26.66254,10.08,99.22
26.67261,9.35,106.96
26.68196,9.05,110.46
26.69102,10.05,99.55
26.70106,9.15,109.33
26.71021,10.65,93.89
26.72086,9.07,110.20
26.72993,10.13,98.70
26.74007,9.01,110.95
26.74908,10.13,98.70
26.75921,10.11,98.96
26.76932,8.86,112.83
26.77818,15.01,66.63
26.79319,6.77,147.69
26.79996,8.46,118.19
26.80842,9.55,104.70
26.81797,9.20,108.74
26.82717,9.12,109.69
26.83628,10.34,96.71
26.84662,9.06,110.33
26.85569,10.28,97.26
26.86597,8.44,118.43
26.87441,9.95,100.53
26.88436,8.99,111.25
26.89335,10.00,100.00
26.90335,8.94,111.89
26.91229,10.16,98.42
26.92245,9.03,110.73
26.93148,10.05,99.51
26.94153,9.05,110.48
26.95058,10.27,97.37
26.96085,9.59,104.30
26.97044,9.81,101.98
26.98024,8.09,123.54
26.98834,10.34,96.74
26.99867,9.96,100.39
27.00863,9.03,110.69
27.01767,9.93,100.68
27.02760,9.07,110.27
27.03667,10.00,99.95
27.04667,9.57,104.49
27.05625,9.77,102.36
27.06602,9.05,110.50
27.07507,10.94,91.45
27.08600,7.93,126.09
27.09393,10.11,98.94
27.10404,8.96,111.61
27.11300,9.94,100.65
27.12293,9.30,107.54
27.13223,9.16,109.17
27.14139,10.07,99.35
27.15146,9.48,105.49
27.16094,9.09,109.99
27.17003,10.36,96.49
27.18039,10.05,99.49
27.19045,9.63,103.89
27.20007,10.12,98.82
27.21019,9.93,100.70
27.22012,9.14,109.38
27.22926,10.17,98.29
27.23944,10.20,98.06
27.24963,9.57,104.55
27.25920,9.12,109.67
27.26832,10.10,99.00
27.27842,9.89,101.07
27.28831,9.13,109.47
27.29745,9.90,101.02
27.30735,8.87,112.75
27.31622,10.29,97.14
27.32651,10.32,96.91
27.33683,9.73,102.77
27.34656,8.60,116.32
27.35516,10.13,98.72
27.36529,8.90,112.37
27.37419,12.37,80.82
27.38656,11.94,83.74
27.39850,4.75,210.68
27.40325,10.35,96.61
27.41360,35.29,28.33
27.44889,4.90,204.29
27.45379,9.95,100.52
27.46374,10.29,97.17
27.47403,7.32,136.68
27.48134,10.19,98.12
27.49154,9.06,110.42
27.50059,9.89,101.15
27.51048,10.01,99.90
27.52049,10.14,98.66
27.53062,8.90,112.38
27.53952,10.35,96.66
27.54987,10.43,95.86
27.56030,9.32,107.27
27.56962,8.77,113.97
27.57840,10.33,96.76
27.58873,8.84,113.15
27.59757,10.09,99.14
27.60766,10.02,99.85
27.61767,9.09,110.04
27.62676,10.26,97.44
27.63702,9.97,100.28
27.64699,9.99,100.07
27.65699,9.96,100.42
27.66694,8.60,116.21
27.67555,10.14,98.59
27.68569,8.97,111.48
27.69466,10.08,99.20
27.70474,9.84,101.67
27.71458,10.20,98.05
27.72478,9.09,110.01
27.73387,10.11,98.88
27.74398,9.24,108.22
27.75322,9.45,105.87
27.76267,10.02,99.83
27.77268,10.06,99.39
27.78274,9.01,111.03
27.79175,9.88,101.19
27.80163,11.03,90.69
27.81266,8.01,124.85
27.82067,10.14,98.63
27.83081,9.49,105.36
27.84030,11.22,89.14
27.85152,8.18,122.28
27.85970,9.04,110.56
27.86874,10.04,99.59
27.87878,10.08,99.19
27.88886,9.83,101.68
27.89870,9.39,106.45
27.90809,9.69,103.24
27.91778,9.38,106.66
27.92715,10.13,98.76
27.93728,10.98,91.11
27.94826,7.53,132.89
27.95578,10.29,97.15
27.96607,9.86,101.37
27.97594,10.05,99.48
27.98599,8.98,111.32
27.99497,9.97,100.32
28.00494,10.06,99.42
28.01500,9.32,107.29
28.02432,11.10,90.05
28.03543,8.95,111.75
28.04438,9.62,103.94
28.05400,9.01,111.01
28.06300,9.95,100.50
28.07295,10.31,97.00
28.08326,9.75,102.56
28.09301,9.93,100.73
28.10294,10.32,96.86
28.11327,9.06,110.33
28.12233,10.21,97.93
28.13254,10.08,99.25
28.14262,9.38,106.61
28.15200,9.05,110.51
28.16105,10.03,99.73
28.17107,9.94,100.56
28.18102,9.11,109.78
28.19013,10.12,98.86
28.20024,10.15,98.56
28.21039,10.02,99.82
28.22041,9.94,100.60
28.23035,9.99,100.06
28.24034,9.82,101.83
28.25016,9.06,110.41
28.25922,9.95,100.50
28.26917,9.29,107.69
28.27846,13.25,75.47
28.29171,18.74,53.37
28.31044,8.92,112.12
28.31936,7.01,142.73
28.32637,8.14,122.79
28.33451,11.11,90.04
28.34562,7.64,130.83
28.35326,9.94,100.62
28.36320,10.96,91.28
28.37416,9.24,108.22
28.38340,9.88,101.19
28.39328,10.17,98.34
28.40345,9.89,101.07
28.41334,9.97,100.32
28.42331,9.24,108.24
28.43255,10.41,96.08
28.44296,9.60,104.12
28.45256,8.93,112.04
28.46149,9.91,100.91
28.47140,9.95,100.51
28.48135,10.17,98.30
28.49152,8.73,114.58
28.50025,10.08,99.20
28.51033,10.27,97.33
28.52060,10.11,98.90
28.53071,8.97,111.53
28.53968,9.48,105.51
28.54916,9.29,107.62
28.55845,10.12,98.81
28.56857,10.01,99.91
28.57858,9.97,100.34
28.58855,9.43,106.01
28.59798,10.44,95.80
28.60842,9.61,104.11
28.61802,9.78,102.30
28.62780,10.55,94.81
28.63835,9.32,107.27
28.64767,9.96,100.37
28.65763,9.78,102.30
28.66741,9.36,106.85
28.67677,9.90,101.05
28.68666,9.94,100.57
28.69661,26.22,38.14
28.72283,5.00,199.92
28.72783,8.96,111.61
28.73679,10.27,97.37
28.74706,8.48,117.91
28.75554,9.84,101.65
28.76538,9.16,109.22
28.77453,10.05,99.48
28.78459,9.91,100.94
28.79449,10.11,98.93
28.80460,10.12,98.85
28.81472,10.04,99.58
28.82476,9.23,108.39
28.83399,10.07,99.28
28.84406,9.64,103.77
28.85370,9.83,101.78
28.86352,10.23,97.77
28.87375,10.02,99.78
28.88377,9.93,100.66
28.89371,9.83,101.72
28.90354,10.12,98.82
28.91366,9.29,107.68
28.92294,9.82,101.87
28.93276,10.42,96.01
28.94318,9.57,104.53
28.95274,9.79,102.12
28.96253,14.36,69.65
28.97689,6.29,159.04
28.98318,9.47,105.63
28.99265,10.24,97.69
29.00288,9.94,100.57
29.01283,10.07,99.29
29.02290,10.92,91.58
29.03382,9.07,110.21
29.04289,9.70,103.11
29.05259,9.13,109.59
29.06171,11.16,89.64
29.07287,9.88,101.22
29.08275,10.03,99.66
29.09278,9.21,108.57
29.10200,9.91,100.86
29.11191,10.98,91.11
29.12289,10.06,99.40
29.13295,10.14,98.58
29.14309,39.90,25.06
29.18299,4.98,200.75
29.18797,8.79,113.82
29.19676,9.99,100.14
29.20674,8.99,111.24
29.21573,11.23,89.04
29.22696,11.41,87.64
29.23837,9.96,100.38
29.24834,9.99,100.09
29.25833,10.88,91.93
29.26921,9.79,102.18
29.27899,9.97,100.35
29.28896,10.21,97.95
29.29917,10.06,99.45
29.30922,11.01,90.83
29.32023,9.90,101.00
29.33013,10.03,99.68
29.34016,10.34,96.69
29.35051,9.98,100.18
29.36049,9.99,100.08
29.37048,9.47,105.61
29.37995,27.38,36.53
29.40733,4.84,206.69
29.41216,9.04,110.60
29.42121,9.85,101.57
29.43105,10.10,99.04
29.44115,10.06,99.42
29.45121,10.25,97.53
29.46146,10.13,98.76
29.47158,10.12,98.78
29.48171,9.72,102.93
29.49142,10.82,92.43
29.50224,10.05,99.48
29.51230,10.10,99.00
29.52240,10.46,95.57
29.53286,9.51,105.13
29.54237,10.95,91.30
29.55332,10.08,99.21
29.56340,10.13,98.74
29.57353,10.23,97.73
29.58376,10.31,96.97
29.59408,10.49,95.35
29.60456,9.95,100.55
29.61451,10.08,99.20
29.62459,9.64,103.73
29.63423,11.39,87.80
29.64562,10.66,93.80
29.65628,10.45,95.72
29.66673,10.06,99.42
29.67679,10.13,98.68
29.68692,10.86,92.06
29.69778,11.55,86.56
29.70933,8.15,122.77
29.71748,11.45,87.37
29.72893,10.74,93.14
29.73966,8.95,111.68
29.74862,9.73,102.82
29.75834,10.45,95.70
29.76879,10.88,91.92
29.77967,11.13,89.89
29.79079,8.74,114.40
29.79954,9.98,100.17
29.80952,10.30,97.10
29.81982,10.90,91.70
29.83072,9.70,103.04
29.84043,10.31,97.01
29.85074,9.95,100.46
29.86069,10.01,99.88
29.87070,9.93,100.75
29.88063,10.08,99.19
29.89071,10.78,92.76
29.90149,10.09,99.14
29.91158,10.26,97.47
29.92184,9.89,101.13
29.93172,9.87,101.28
29.94160,24.09,41.51
29.96569,3.98,251.36
29.96967,10.03,99.67
29.97970,10.08,99.23
29.98978,10.22,97.89
29.99999,9.63,103.89
30.00962,11.04,90.55
30.02066,10.19,98.12
30.03085,9.98,100.16
30.04084,10.13,98.72
30.05097,9.86,101.45
30.06083,10.90,91.75
30.07173,10.16,98.45
30.08188,11.12,89.93
30.09300,10.08,99.17
30.10309,9.84,101.67
30.11292,10.80,92.56
30.12373,10.13,98.71
30.13386,10.97,91.18
30.14482,10.95,91.30
30.15578,10.08,99.25
30.16585,9.96,100.42
30.17581,10.23,97.79
30.18604,10.07,99.35
30.19610,11.16,89.58
30.20727,9.81,101.93
30.21708,10.93,91.49
30.22801,10.00,99.98
30.23801,11.20,89.31
30.24921,8.63,115.94
30.25783,11.33,88.29
30.26916,10.70,93.44
30.27986,10.23,97.78
30.29009,10.28,97.27
30.30037,9.84,101.66
30.31020,10.46,95.61
30.32066,9.99,100.06
30.33066,10.67,93.68
30.34133,10.91,91.63
30.35224,9.89,101.16
30.36213,9.95,100.54
30.37207,9.76,102.50
30.38183,11.22,89.15
30.39305,10.12,98.83
30.40317,10.44,95.77
30.41361,9.64,103.76
30.42325,11.03,90.68
30.43427,9.92,100.83
30.44419,10.29,97.21
30.45448,15.73,63.58
30.47021,10.79,92.64
30.48100,9.13,109.54
30.49013,10.09,99.08
30.50022,10.01,99.92
30.51023,10.25,97.57
30.52048,9.62,104.00
30.53010,11.37,87.99
30.54146,9.94,100.63
30.55140,9.90,100.97
30.56130,9.67,103.42
30.57097,9.24,108.26
30.58021,10.84,92.25
30.59105,10.44,95.83
30.60148,10.04,99.59
30.61153,10.32,96.91
30.62184,9.26,107.98
30.63111,10.04,99.59
30.64115,10.17,98.36
30.65131,9.99,100.12
30.66130,10.02,99.79
30.67132,10.23,97.72
30.68156,10.07,99.32
30.69162,23.99,41.69
30.71561,3.97,251.93
30.71958,10.12,98.85
30.72970,8.58,116.51
30.73828,10.31,96.98
30.74859,9.94,100.58
30.75853,10.10,98.97
30.76864,9.68,103.31
30.77832,10.35,96.61
30.78867,9.89,101.10
30.79856,9.14,109.39
30.80770,10.96,91.22
30.81866,10.04,99.62
30.82870,9.50,105.25
30.83820,9.06,110.42
30.84726,10.55,94.75
30.85782,10.78,92.73
30.86860,9.01,111.04
30.87760,9.79,102.10
30.88740,10.15,98.55
30.89755,10.06,99.37
30.90761,10.26,97.45
30.91787,10.25,97.59
30.92812,9.37,106.71
30.93749,10.07,99.31
30.94756,9.94,100.61
30.95750,10.36,96.54
30.96786,9.71,103.01
30.97757,9.94,100.62
30.98750,10.09,99.06
30.99760,10.12,98.85
31.00771,9.19,108.83
31.01690,10.11,98.96
31.02701,9.66,103.49
31.03667,10.12,98.79
31.04679,10.90,91.78
31.05769,9.01,111.03
31.06670,9.78,102.28
31.07647,11.61,86.16
31.08808,8.58,116.54
31.09666,10.28,97.30
31.10694,9.06,110.35
31.11600,10.05,99.47
31.12605,9.70,103.06
31.13576,9.86,101.46
31.14561,10.22,97.86
31.15583,9.86,101.43
31.16569,9.86,101.46
31.17555,9.06,110.43
31.18460,10.06,99.40
31.19466,10.38,96.34
31.20504,10.12,98.82
31.21516,9.91,100.86
31.22508,10.62,94.19
31.23569,10.06,99.38
31.24576,9.95,100.48
31.25571,10.08,99.17
31.26579,10.21,97.95
31.27600,9.65,103.65
31.28565,10.32,96.91
31.29597,9.07,110.21
31.30504,10.97,91.12
31.31601,10.75,93.06
31.32676,10.22,97.89
31.33698,8.82,113.35
31.34580,10.17,98.35
31.35597,10.18,98.19
31.36615,9.82,101.87
31.37597,9.83,101.73
31.38580,10.28,97.32
31.39607,10.28,97.23
31.40636,9.89,101.07
31.41625,10.07,99.34
31.42632,10.79,92.65
31.43711,9.92,100.78
31.44703,10.09,99.15
31.45712,10.30,97.13
31.46741,9.80,102.03
31.47722,10.11,98.91
31.48733,9.81,101.90
31.49714,10.12,98.83
31.50726,10.19,98.09
31.51745,10.04,99.58
31.52749,10.54,94.86
31.53804,8.89,112.52
31.54692,11.46,87.24
31.55839,10.00,100.02
31.56838,10.01,99.86
31.57840,9.74,102.63
31.58814,9.91,100.88
31.59805,10.48,95.39
31.60854,9.77,102.39
31.61830,11.33,88.25
31.62964,9.72,102.84
31.63936,9.94,100.63
31.64930,10.05,99.51
31.65935,9.93,100.66
31.66928,9.76,102.47
31.67904,10.23,97.78
31.68927,10.30,97.05
31.69957,9.88,101.26
31.70945,11.10,90.10
31.72054,44.37,22.54
31.76491,4.43,225.95
31.76934,9.05,110.48
31.77839,9.11,109.71
31.78750,9.78,102.30
31.79728,10.16,98.45
31.80744,9.72,102.85
31.81716,11.48,87.13
31.82864,10.25,97.58
31.83888,9.77,102.30
31.84866,10.15,98.52
31.85881,10.44,95.74
31.86925,10.11,98.92
31.87936,10.11,98.92
31.88947,11.13,89.85
31.90060,9.93,100.66
31.91054,11.36,88.05
31.92189,9.94,100.57
31.93184,10.53,94.97
31.94237,10.43,95.87
31.95280,10.30,97.06
31.96310,9.34,107.07
31.97244,10.03,99.74
31.98247,11.29,88.61
31.99375,9.85,101.54
32.00360,10.81,92.48
32.01441,10.45,95.72
32.02486,10.74,93.14
32.03560,10.12,98.79
32.04572,12.03,83.16
32.05775,10.30,97.06
32.06805,8.44,118.45
32.07649,11.18,89.44
32.08767,10.03,99.65
32.09771,10.99,90.97
32.10870,9.76,102.41
32.11846,10.04,99.61
32.12850,12.03,83.12
32.14053,10.47,95.54
32.15100,9.96,100.41
32.16096,11.21,89.20
32.17217,9.63,103.89
32.18179,10.83,92.36
32.19262,10.12,98.82
32.20274,11.18,89.48
32.21391,10.20,98.00
32.22412,10.72,93.24
32.23484,10.03,99.65
32.24488,10.34,96.74
32.25521,10.91,91.63
32.26613,10.30,97.09
32.27643,10.44,95.75
32.28687,9.85,101.52
32.29672,11.23,89.08
32.30795,10.78,92.79
32.31872,10.11,98.88
32.32884,9.90,101.02
32.33874,11.16,89.60
32.34990,10.26,97.48
32.36016,11.01,90.82
32.37117,10.22,97.80
32.38139,10.47,95.52
32.39186,10.13,98.73
32.40199,11.10,90.07
32.41309,10.31,97.03
32.42340,28.76,34.77
32.45215,3.58,279.31
32.45573,10.26,97.51
32.46599,10.00,99.96
32.47599,10.03,99.72
32.48602,10.38,96.35
32.49640,10.43,95.85
32.50683,11.03,90.67
32.51786,10.13,98.72
32.52799,10.16,98.40
32.53815,10.71,93.36
32.54886,11.18,89.45
32.56004,10.02,99.82
32.57006,11.08,90.27
32.58114,10.07,99.27
32.59121,10.30,97.11
32.60151,10.40,96.15
32.61191,9.89,101.13
32.62180,10.12,98.77
32.63193,11.25,88.86
32.64318,10.96,91.28
32.65414,10.00,99.99
32.66414,9.92,100.77
32.67406,11.16,89.63
32.68522,10.38,96.38
32.69559,11.08,90.25
32.70667,9.27,107.83
32.71595,10.83,92.35
32.72678,10.60,94.38
32.73737,9.83,101.75
32.74720,10.80,92.59
32.75800,10.14,98.63
32.76814,11.08,90.27
32.77922,10.16,98.43
32.78938,11.37,87.96
32.80074,9.99,100.09
32.81074,9.43,106.01
32.82017,10.02,99.82
32.83019,11.17,89.50
32.84136,9.94,100.65
32.85130,9.95,100.49
32.86125,9.92,100.79
32.87117,10.03,99.69
32.88120,11.23,89.08
32.89242,10.41,96.02
32.90284,10.08,99.22
32.91292,9.36,106.86
32.92228,10.07,99.32
32.93234,11.16,89.61
32.94350,9.95,100.49
32.95345,10.07,99.33
32.96352,10.14,98.64
32.97366,10.00,99.96
32.98366,10.04,99.59
32.99371,10.05,99.48
33.00376,9.99,100.10
33.01375,10.62,94.13
33.02437,9.93,100.66
33.03431,9.11,109.71
33.04342,10.20,98.04
33.05362,9.67,103.37
33.06330,11.00,90.89
33.07430,10.34,96.67
33.08464,10.04,99.60
33.09468,9.91,100.86
33.10460,10.45,95.71
33.11504,9.56,104.65
33.12460,10.02,99.79
33.13462,10.25,97.60
33.14487,11.07,90.32
33.15594,9.77,102.38
33.16571,9.88,101.24
33.17558,9.95,100.53
33.18553,11.01,90.79
33.19655,9.44,105.95
33.20598,10.26,97.49
33.21624,9.10,109.88
33.22534,11.30,88.47
33.23665,10.10,99.05
33.24674,9.96,100.35
33.25671,10.98,91.10
33.26768,8.83,113.20
33.27652,9.95,100.53
33.28647,10.52,95.09
33.29698,12.96,77.16
33.30994,7.11,140.62
33.31705,10.00,99.97
33.32706,9.66,103.53
33.33672,10.18,98.26
33.34689,9.96,100.39
33.35685,9.85,101.53
33.36670,9.99,100.13
33.37669,10.05,99.54
33.38674,9.15,109.31
33.39589,11.13,89.86
33.40701,10.26,97.44
33.41728,8.33,120.02
33.42561,10.05,99.50
33.43566,10.15,98.53
33.44581,10.04,99.60
33.45585,9.91,100.89
33.46576,8.82,113.43
33.47458,10.17,98.33
33.48475,11.19,89.38
33.49593,10.11,98.90
33.50604,13.03,76.77
33.51907,5.90,169.45
33.52497,10.79,92.67
33.53576,9.88,101.21
33.54564,9.07,110.23
33.55472,10.00,100.04
33.56471,9.98,100.23
33.57469,10.13,98.71
33.58482,10.27,97.42
33.59508,9.89,101.06
33.60498,9.19,108.87
33.61416,9.48,105.48
33.62365,11.03,90.62
33.63468,10.18,98.21
33.64486,10.08,99.25
33.65494,10.24,97.67
33.66518,9.80,102.08
33.67497,10.13,98.76
33.68510,9.99,100.08
33.69509,10.27,97.41
33.70536,9.88,101.19
33.71524,9.70,103.14
33.72493,14.95,66.91
33.73988,5.04,198.26
33.74492,10.44,95.75
33.75537,9.96,100.37
33.76533,9.50,105.26
33.77483,10.31,97.00
33.78514,10.10,99.01
33.79524,9.86,101.40
33.80510,10.44,95.76
33.81555,9.33,107.15
33.82488,10.20,98.08
33.83507,10.23,97.74
33.84531,9.88,101.24
33.85518,9.74,102.72
33.86492,10.27,97.37
33.87519,9.83,101.70
33.88502,10.52,95.09
33.89554,9.89,101.14
33.90543,10.00,100.04
33.91542,9.69,103.19
33.92511,9.87,101.32
33.93498,10.30,97.13
33.94528,9.91,100.93
33.95519,10.86,92.07
33.96605,9.11,109.73
33.97516,10.21,97.99
33.98537,10.29,97.16
33.99566,8.84,113.14
34.00450,11.16,89.64
34.01565,9.38,106.56
34.02504,9.33,107.14
34.03437,9.97,100.26
34.04434,10.03,99.73
34.05437,10.94,91.38
34.06531,10.05,99.52
34.07536,10.01,99.85
34.08538,9.40,106.40
34.09478,9.81,101.99
34.10458,11.31,88.38
34.11590,9.65,103.65
34.12554,9.57,104.51
34.13511,10.39,96.22
34.14550,10.90,91.78
34.15640,9.00,111.15
34.16540,10.96,91.23
34.17636,9.26,107.94
34.18562,10.93,91.49
34.19655,10.80,92.62
34.20735,11.03,90.66
34.21838,10.41,96.10
34.22879,9.54,104.79
34.23833,9.42,106.17
34.24775,10.85,92.16
34.25860,9.71,103.02
34.26831,10.24,97.63
34.27855,10.06,99.43
34.28861,10.06,99.39
34.29867,11.05,90.49
34.30972,10.03,99.72
34.31975,9.74,102.71
34.32948,9.97,100.27
34.33946,10.07,99.26
34.34953,10.08,99.23
34.35961,9.86,101.45
34.36947,10.06,99.41
34.37953,10.28,97.28
34.38981,9.97,100.27
34.39978,10.19,98.16
34.40997,10.07,99.31
34.42004,10.63,94.08
34.43067,9.83,101.76
34.44049,10.13,98.70
34.45062,9.99,100.15
34.46061,9.96,100.41
34.47057,11.27,88.70
34.48184,8.99,111.24
34.49083,10.10,98.99
34.50093,9.93,100.67
34.51087,11.20,89.32
34.52206,9.67,103.39
34.53174,9.88,101.19
34.54162,10.13,98.67
34.55175,10.05,99.53
34.56180,10.05,99.53
34.57185,19.24,51.98
34.59109,3.75,266.89
34.59483,11.42,87.60
34.60625,8.67,115.33
34.61492,10.28,97.24
34.62520,10.70,93.44
34.63590,13.10,76.31
34.64901,7.02,142.36
34.65603,9.92,100.82
34.66595,9.86,101.47
34.67581,9.96,100.44
34.68576,11.38,87.85
34.69715,10.11,98.96
34.70725,13.90,71.92
34.72116,7.31,136.79
34.72847,9.59,104.23
34.73806,9.77,102.36
34.74783,10.68,93.65
34.75851,10.09,99.12
34.76860,11.81,84.67
34.78041,12.15,82.27
34.79256,6.92,144.48
34.79948,11.42,87.58
34.81090,9.94,100.63
34.82084,10.20,98.04
34.83104,9.44,105.89
34.84048,10.10,99.00
34.85059,9.98,100.21
34.86056,11.20,89.29
34.87176,9.73,102.76
34.88150,10.07,99.34
34.89156,9.98,100.21
34.90154,11.34,88.18
34.91288,9.90,100.98
34.92279,10.19,98.17
34.93297,9.79,102.18
34.94276,10.80,92.61
34.95356,9.31,107.44
34.96286,9.99,100.12
34.97285,11.32,88.32
34.98418,13.54,73.85
34.99772,7.32,136.58
35.00504,10.27,97.37
35.01531,9.86,101.45
35.02517,10.28,97.30
35.03544,11.59,86.26
35.04704,8.72,114.71
35.05575,11.36,88.03
35.06711,9.02,110.87
35.07613,10.76,92.96
35.08689,10.12,98.78
35.09701,11.03,90.68
35.10804,10.04,99.57
35.11808,10.11,98.93
35.12819,10.40,96.13
35.13859,14.51,68.90
35.15311,6.46,154.86
35.15957,10.11,98.87
35.16968,9.90,101.00
35.17958,10.05,99.51
35.18963,10.94,91.41
35.20057,10.14,98.61
35.21071,10.10,98.99
35.22081,11.22,89.15
35.23203,10.93,91.52
35.24296,9.60,104.14
35.25256,11.01,90.87
35.26357,10.10,99.05
35.27366,11.04,90.58
35.28470,9.90,101.05
35.29460,10.83,92.31
35.30543,10.08,99.24
35.31551,9.30,107.49
35.32481,11.06,90.38
35.33588,10.30,97.09
35.34617,9.47,105.63
35.35564,10.13,98.70
35.36577,11.12,89.94
35.37689,9.82,101.84
35.38671,10.02,99.80
35.39673,9.96,100.42
35.40669,12.07,82.84
35.41876,9.05,110.51
35.42781,10.08,99.23
35.43789,10.30,97.12
35.44819,9.69,103.21
35.45787,10.86,92.09
35.46873,10.35,96.62
35.47908,9.99,100.11
35.48907,9.67,103.45
35.49874,10.97,91.15
35.50971,11.11,90.01
35.52082,9.25,108.16
35.53006,11.01,90.82
35.54108,10.48,95.40
35.55156,9.37,106.77
35.56092,10.13,98.75
35.57105,10.95,91.36
35.58200,10.06,99.45
35.59205,9.86,101.40
35.60191,10.90,91.75
35.61281,10.10,99.05
35.62291,10.33,96.77
35.63324,10.91,91.64
35.64415,10.48,95.40
35.65464,10.25,97.56
35.66489,11.01,90.86
35.67589,9.06,110.41
35.68495,10.25,97.56
35.69520,11.86,84.34
35.70706,8.87,112.76
35.71592,11.14,89.77
35.72706,10.42,95.95
35.73749,10.00,99.95
35.74749,11.12,89.93
35.75861,9.47,105.61
35.76808,10.08,99.24
35.77816,11.25,88.86
35.78941,9.95,100.45
35.79937,10.62,94.20
35.80998,10.02,99.79
35.82000,10.31,96.96
35.83032,10.97,91.15
35.84129,10.36,96.55
35.85164,10.03,99.68
35.86168,9.66,103.51
35.87134,10.64,93.98
35.88198,10.40,96.16
35.89238,10.83,92.33
35.90321,9.86,101.45
35.91306,10.01,99.92
35.92307,11.21,89.22
35.93428,10.34,96.71
35.94462,9.84,101.67
35.95446,11.34,88.19
35.96580,9.52,104.99
35.97532,11.03,90.70
35.98635,10.13,98.74
35.99647,10.93,91.51
36.00740,10.12,98.86
36.01752,10.67,93.68
36.02819,10.31,96.97
36.03850,11.09,90.17
36.04959,10.40,96.16
36.05999,10.17,98.31
36.07017,10.29,97.18
36.08046,10.18,98.23
36.09064,11.23,89.07
36.10186,10.06,99.37
36.11193,10.78,92.73
36.12271,10.17,98.38
36.13288,11.04,90.58
36.14392,11.30,88.47
36.15522,9.87,101.31
36.16509,11.18,89.42
36.17627,9.57,104.46
36.18585,9.95,100.46
36.19580,12.04,83.08
36.20784,9.00,111.10
36.21684,10.17,98.35
36.22701,11.83,84.51
36.23884,11.28,88.61
36.25012,10.24,97.70
36.26036,10.97,91.17
36.27133,10.09,99.08
36.28142,11.55,86.60
36.29297,8.85,112.94
36.30182,10.29,97.17
36.31211,11.09,90.21
36.32320,10.58,94.49
36.33378,10.21,97.97
36.34399,11.25,88.89
36.35524,10.03,99.74
36.36527,10.96,91.21
36.37623,10.27,97.36
36.38650,10.34,96.74
36.39684,10.37,96.46
36.40721,11.01,90.80
36.41822,10.06,99.38
36.42828,10.59,94.39
36.43888,10.11,98.87
36.44899,11.69,85.51
36.46068,10.14,98.60
36.47083,10.98,91.11
36.48180,11.06,90.38
36.49287,8.57,116.70
36.50144,11.16,89.59
36.51260,11.06,90.42
36.52366,9.96,100.36
36.53362,10.94,91.40
36.54456,11.03,90.69
36.55559,11.16,89.60
36.56675,10.17,98.34
36.57692,10.15,98.55
36.58707,11.37,87.92
36.59844,10.39,96.27
36.60883,9.94,100.64
36.61876,11.87,84.23
36.63064,10.35,96.61
36.64099,10.91,91.67
36.65190,10.30,97.07
36.66220,10.90,91.71
36.67310,9.92,100.83
36.68302,12.04,83.08
36.69506,10.06,99.39
36.70512,10.58,94.50
36.71570,9.96,100.38
36.72566,11.26,88.79
36.73693,11.06,90.39
36.74799,10.75,93.04
36.75874,9.94,100.63
36.76867,11.23,89.03
36.77991,10.10,99.02
36.79000,11.14,89.76
36.80115,10.03,99.74
36.81117,10.59,94.41
36.82176,10.17,98.37
36.83193,12.00,83.33
36.84393,8.93,111.94
36.85286,11.07,90.30
36.86394,10.01,99.91
36.87395,10.93,91.52
36.88487,11.16,89.61
36.89603,10.23,97.74
36.90626,10.02,99.80
36.91628,11.67,85.69
36.92795,9.87,101.36
36.93782,10.30,97.10
36.94812,10.84,92.24
